standard,level,industry,ticker,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4
gics,gics_l3,N/A,IRC,,,90.0,98.0,95.0,91.0,73.0,100.0,20.0,91.0,78.0,100.0
gics,gics_l3,N/A,ISH,41.0,61.0,68.0,50.0,45.0,54.0,74.0,66.0,44.0,56.0,60.0,49.0
gics,gics_l3,N/A,IST,77.0,57.0,63.0,65.0,82.0,47.0,54.0,,,,,
gics,gics_l3,N/A,ITS,41.0,39.0,42.0,55.0,43.0,48.0,47.0,48.0,51.0,57.0,48.0,50.0
gics,gics_l3,N/A,JOS,43.0,45.0,43.0,51.0,26.0,53.0,42.0,47.0,32.0,59.0,66.0,
gics,gics_l3,N/A,KBE,40.0,38.0,81.0,49.0,,,,,,,,
gics,gics_l3,N/A,KGM,72.0,56.0,56.0,20.0,44.0,57.0,64.0,49.0,56.0,70.0,62.0,62.0
gics,gics_l3,N/A,KHD,87.0,66.0,54.0,63.0,,,,,,,,
gics,gics_l3,N/A,KHW,39.0,38.0,37.0,44.0,44.0,47.0,50.0,47.0,55.0,50.0,49.0,35.0
gics,gics_l3,N/A,KIP,70.0,55.0,36.0,,,,,,,,,
gics,gics_l3,N/A,KSV,22.0,14.0,7.0,16.0,13.0,9.0,7.0,9.0,17.0,17.0,19.0,30.0
gics,gics_l3,N/A,KTC,54.0,46.0,34.0,43.0,47.0,54.0,48.0,41.0,54.0,63.0,46.0,37.0
gics,gics_l3,N/A,KTL,7.0,60.0,5.0,10.0,9.0,60.0,0.0,6.0,7.0,61.0,6.0,34.0
gics,gics_l3,N/A,LAW,71.0,87.0,75.0,59.0,85.0,73.0,77.0,37.0,48.0,56.0,22.0,24.0
gics,gics_l3,N/A,LCW,66.0,61.0,89.0,58.0,42.0,53.0,57.0,58.0,45.0,61.0,49.0,53.0
gics,gics_l3,N/A,LIC,3.0,15.0,32.0,21.0,8.0,0.0,7.0,25.0,2.0,10.0,31.0,9.0
gics,gics_l3,N/A,LLM,,,47.0,29.0,37.0,42.0,64.0,62.0,50.0,57.0,65.0,47.0
gics,gics_l3,N/A,LTG,35.0,37.0,29.0,49.0,36.0,51.0,30.0,31.0,24.0,58.0,35.0,45.0
gics,gics_l3,N/A,LWS,53.0,58.0,62.0,62.0,67.0,81.0,90.0,58.0,70.0,65.0,80.0,66.0
gics,gics_l3,N/A,M10,37.0,32.0,39.0,42.0,43.0,46.0,48.0,42.0,47.0,59.0,41.0,44.0
gics,gics_l3,N/A,MCH,78.0,70.0,80.0,76.0,86.0,73.0,78.0,77.0,67.0,65.0,68.0,64.0
gics,gics_l3,N/A,MCI,,,,,,,,,,,,33.0
gics,gics_l3,N/A,MCM,,,,,,,,,,100.0,100.0,100.0
gics,gics_l3,N/A,MDF,19.0,32.0,33.0,43.0,31.0,34.0,36.0,22.0,14.0,13.0,36.0,39.0
gics,gics_l3,N/A,MEG,45.0,47.0,38.0,67.0,48.0,34.0,40.0,42.0,41.0,45.0,35.0,39.0
gics,gics_l3,N/A,MEL,43.0,40.0,38.0,49.0,43.0,51.0,41.0,41.0,38.0,52.0,39.0,53.0
gics,gics_l3,N/A,MES,68.0,70.0,68.0,69.0,,,,,,,,
gics,gics_l3,N/A,MFS,,,,,93.0,,,,,,,
gics,gics_l3,N/A,MH3,,,,,,100.0,100.0,100.0,100.0,95.0,100.0,100.0
gics,gics_l3,N/A,MIE,30.0,27.0,28.0,33.0,32.0,26.0,25.0,30.0,31.0,35.0,25.0,24.0
gics,gics_l3,N/A,MKP,85.0,77.0,80.0,82.0,89.0,97.0,92.0,92.0,89.0,76.0,90.0,90.0
gics,gics_l3,N/A,MML,,,,,,54.0,42.0,39.0,40.0,50.0,26.0,22.0
gics,gics_l3,N/A,MNB,15.0,10.0,20.0,44.0,19.0,6.0,21.0,17.0,14.0,,32.0,
gics,gics_l3,N/A,MSR,28.0,58.0,16.0,50.0,35.0,8.0,37.0,7.0,5.0,3.0,36.0,11.0
gics,gics_l3,N/A,MTA,26.0,26.0,33.0,,22.0,8.0,8.0,31.0,48.0,54.0,42.0,
gics,gics_l3,N/A,MTS,50.0,54.0,51.0,61.0,58.0,64.0,61.0,55.0,,,,52.0
gics,gics_l3,N/A,MVC,57.0,51.0,72.0,66.0,41.0,54.0,75.0,71.0,58.0,47.0,45.0,67.0
gics,gics_l3,N/A,MVN,,,10.0,33.0,21.0,3.0,17.0,43.0,37.0,53.0,34.0,
gics,gics_l3,N/A,NAW,39.0,29.0,32.0,42.0,40.0,49.0,58.0,40.0,,,,33.0
gics,gics_l3,N/A,NBT,70.0,75.0,80.0,87.0,95.0,93.0,92.0,92.0,100.0,81.0,94.0,78.0
gics,gics_l3,N/A,NCP,21.0,16.0,19.0,17.0,32.0,22.0,11.0,40.0,29.0,23.0,13.0,0.0
gics,gics_l3,N/A,NCS,99.0,82.0,36.0,60.0,63.0,58.0,53.0,45.0,46.0,21.0,15.0,5.0
gics,gics_l3,N/A,ND2,34.0,48.0,77.0,62.0,28.0,37.0,83.0,44.0,2.0,59.0,75.0,45.0
gics,gics_l3,N/A,NDT,13.0,0.0,21.0,12.0,12.0,0.0,6.0,0.0,0.0,14.0,0.0,16.0
gics,gics_l3,N/A,NDW,,,,,47.0,51.0,86.0,,77.0,74.0,83.0,77.0
gics,gics_l3,N/A,NDX,45.0,44.0,45.0,51.0,36.0,61.0,46.0,31.0,35.0,43.0,31.0,43.0
gics,gics_l3,N/A,NED,51.0,48.0,71.0,33.0,38.0,27.0,55.0,23.0,13.0,76.0,35.0,31.0
gics,gics_l3,N/A,NHH,,,,,55.0,30.0,36.0,38.0,24.0,48.0,37.0,61.0
gics,gics_l3,N/A,NHT,100.0,100.0,,,,,,,44.0,41.0,48.0,34.0
gics,gics_l3,N/A,NNB,13.0,19.0,20.0,40.0,45.0,42.0,50.0,30.0,38.0,54.0,33.0,27.0
gics,gics_l3,N/A,NNG,67.0,16.0,41.0,21.0,32.0,36.0,38.0,11.0,31.0,24.0,26.0,22.0
gics,gics_l3,N/A,NOS,38.0,37.0,36.0,44.0,38.0,34.0,34.0,36.0,,45.0,33.0,
gics,gics_l3,N/A,NQB,62.0,60.0,53.0,50.0,48.0,53.0,49.0,43.0,47.0,46.0,34.0,28.0
gics,gics_l3,N/A,NQN,41.0,35.0,39.0,50.0,41.0,22.0,31.0,47.0,38.0,45.0,44.0,43.0
gics,gics_l3,N/A,NQT,53.0,64.0,50.0,58.0,67.0,65.0,62.0,57.0,66.0,65.0,77.0,56.0
gics,gics_l3,N/A,NS2,61.0,55.0,58.0,65.0,66.0,58.0,57.0,56.0,61.0,67.0,65.0,57.0
gics,gics_l3,N/A,NTB,17.0,9.0,15.0,34.0,15.0,,,,,,,
gics,gics_l3,N/A,NTC,80.0,71.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,73.0
gics,gics_l3,N/A,NTT,7.0,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
gics,gics_l3,N/A,PAS,,,,61.0,45.0,51.0,48.0,33.0,35.0,52.0,29.0,30.0
gics,gics_l3,N/A,PBC,,,,,32.0,22.0,21.0,19.0,18.0,22.0,22.0,33.0
gics,gics_l3,N/A,PBT,61.0,65.0,100.0,65.0,75.0,72.0,93.0,85.0,97.0,84.0,93.0,63.0
gics,gics_l3,N/A,PCF,41.0,44.0,50.0,56.0,45.0,57.0,,,,,41.0,
gics,gics_l3,N/A,PCM,38.0,41.0,42.0,,,,54.0,42.0,,,,
gics,gics_l3,N/A,PDV,53.0,57.0,30.0,51.0,40.0,48.0,37.0,30.0,24.0,53.0,77.0,41.0
gics,gics_l3,N/A,PEG,,,,,40.0,53.0,47.0,36.0,33.0,40.0,11.0,21.0
gics,gics_l3,N/A,PIA,92.0,91.0,94.0,100.0,97.0,,100.0,99.0,73.0,99.0,99.0,97.0
gics,gics_l3,N/A,PIS,44.0,43.0,42.0,52.0,49.0,49.0,43.0,52.0,52.0,57.0,41.0,39.0
gics,gics_l3,N/A,PMT,,32.0,28.0,35.0,,,,,,,,
gics,gics_l3,N/A,PMW,74.0,100.0,100.0,91.0,96.0,100.0,97.0,100.0,95.0,86.0,100.0,66.0
gics,gics_l3,N/A,PNP,,,,,,,74.0,,,,,
gics,gics_l3,N/A,POS,75.0,69.0,79.0,89.0,88.0,81.0,82.0,81.0,55.0,69.0,85.0,62.0
gics,gics_l3,N/A,POV,49.0,55.0,56.0,66.0,48.0,60.0,53.0,38.0,50.0,50.0,34.0,43.0
gics,gics_l3,N/A,PPH,28.0,23.0,21.0,24.0,33.0,24.0,21.0,17.0,44.0,48.0,31.0,22.0
gics,gics_l3,N/A,PQN,,,,,45.0,53.0,57.0,39.0,61.0,65.0,56.0,53.0
gics,gics_l3,N/A,PRT,,,,,,,,,45.0,52.0,45.0,48.0
gics,gics_l3,N/A,PSB,74.0,83.0,73.0,89.0,86.0,69.0,71.0,85.0,87.0,88.0,96.0,89.0
gics,gics_l3,N/A,PSH,,,,,,,,,43.0,39.0,21.0,23.0
gics,gics_l3,N/A,PSN,67.0,66.0,66.0,70.0,65.0,67.0,56.0,55.0,57.0,63.0,48.0,48.0
gics,gics_l3,N/A,PSP,58.0,44.0,42.0,68.0,68.0,64.0,56.0,77.0,68.0,72.0,76.0,60.0
gics,gics_l3,N/A,PTE,39.0,40.0,38.0,44.0,38.0,38.0,35.0,,,,,
gics,gics_l3,N/A,PTV,56.0,60.0,36.0,34.0,44.0,30.0,50.0,82.0,51.0,52.0,31.0,37.0
gics,gics_l3,N/A,PTX,,,34.0,53.0,,,,,,,,
gics,gics_l3,N/A,PVH,11.0,15.0,30.0,57.0,23.0,16.0,30.0,30.0,35.0,35.0,5.0,0.0
gics,gics_l3,N/A,PVM,50.0,64.0,56.0,59.0,61.0,73.0,68.0,52.0,58.0,61.0,49.0,50.0
gics,gics_l3,N/A,PVP,54.0,51.0,41.0,73.0,64.0,54.0,51.0,63.0,46.0,57.0,76.0,79.0
gics,gics_l3,N/A,PVY,36.0,35.0,33.0,34.0,36.0,22.0,30.0,29.0,32.0,32.0,24.0,22.0
gics,gics_l3,N/A,PWS,82.0,84.0,84.0,83.0,92.0,91.0,94.0,84.0,74.0,72.0,77.0,70.0
gics,gics_l3,N/A,PXC,39.0,19.0,9.0,,,,,,,,,
gics,gics_l3,N/A,PXM,6.0,7.0,12.0,33.0,13.0,15.0,16.0,25.0,,,,2.0
gics,gics_l3,N/A,QNS,54.0,76.0,69.0,79.0,67.0,76.0,74.0,86.0,61.0,74.0,70.0,67.0
gics,gics_l3,N/A,QNW,,,57.0,68.0,79.0,86.0,75.0,52.0,58.0,66.0,56.0,69.0
gics,gics_l3,N/A,QPH,69.0,79.0,79.0,78.0,91.0,69.0,64.0,79.0,81.0,73.0,81.0,90.0
gics,gics_l3,N/A,QTP,31.0,35.0,0.0,58.0,49.0,46.0,33.0,50.0,36.0,40.0,21.0,76.0
gics,gics_l3,N/A,RCC,14.0,6.0,34.0,18.0,15.0,4.0,46.0,,,,,
gics,gics_l3,N/A,RGC,65.0,63.0,60.0,60.0,70.0,66.0,40.0,41.0,50.0,46.0,10.0,11.0
gics,gics_l3,N/A,RTB,44.0,74.0,45.0,64.0,61.0,95.0,74.0,71.0,45.0,73.0,84.0,88.0
gics,gics_l3,N/A,S72,38.0,,29.0,42.0,35.0,25.0,62.0,25.0,12.0,24.0,49.0,42.0
gics,gics_l3,N/A,SAC,96.0,100.0,93.0,,,,,,,,,
gics,gics_l3,N/A,SAS,89.0,92.0,79.0,87.0,99.0,99.0,84.0,77.0,66.0,71.0,81.0,83.0
gics,gics_l3,N/A,SBD,,,,,24.0,,,,,,,
gics,gics_l3,N/A,SBH,96.0,79.0,100.0,95.0,91.0,80.0,100.0,100.0,82.0,77.0,100.0,100.0
gics,gics_l3,N/A,SBL,49.0,41.0,30.0,49.0,33.0,38.0,47.0,42.0,34.0,37.0,41.0,34.0
gics,gics_l3,N/A,SBM,69.0,74.0,63.0,72.0,80.0,68.0,39.0,43.0,48.0,69.0,61.0,63.0
gics,gics_l3,N/A,SBR,33.0,40.0,,,77.0,77.0,78.0,61.0,37.0,52.0,,82.0
gics,gics_l3,N/A,SCY,51.0,47.0,27.0,78.0,56.0,65.0,62.0,63.0,81.0,67.0,55.0,55.0
gics,gics_l3,N/A,SD3,,,,,,,0.0,,,,,48.0
gics,gics_l3,N/A,SDJ,,10.0,,,,,,,,,,
gics,gics_l3,N/A,SDK,,,60.0,57.0,69.0,57.0,56.0,35.0,,,,
gics,gics_l3,N/A,SDV,,,,,,,25.0,,,32.0,,
gics,gics_l3,N/A,SEA,42.0,38.0,43.0,,72.0,70.0,,68.0,62.0,84.0,67.0,57.0
gics,gics_l3,N/A,SGP,44.0,53.0,38.0,62.0,63.0,80.0,64.0,67.0,68.0,94.0,86.0,93.0
gics,gics_l3,N/A,SGS,96.0,100.0,97.0,95.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0
gics,gics_l3,N/A,SHG,16.0,10.0,12.0,,23.0,11.0,9.0,17.0,20.0,17.0,9.0,
gics,gics_l3,N/A,SID,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
gics,gics_l3,N/A,SIP,,,,,45.0,70.0,77.0,58.0,51.0,72.0,64.0,93.0
gics,gics_l3,N/A,SJG,,,,,20.0,28.0,30.0,20.0,23.0,33.0,27.0,20.0
gics,gics_l3,N/A,SKH,92.0,82.0,67.0,80.0,95.0,83.0,77.0,70.0,97.0,78.0,91.0,80.0
gics,gics_l3,N/A,SKV,85.0,75.0,62.0,60.0,89.0,78.0,76.0,63.0,80.0,75.0,80.0,66.0
gics,gics_l3,N/A,SNZ,44.0,42.0,44.0,52.0,46.0,50.0,56.0,64.0,61.0,67.0,44.0,38.0
gics,gics_l3,N/A,SP2,,,,,,,,,,74.0,80.0,55.0
gics,gics_l3,N/A,SPA,83.0,84.0,71.0,,,,,,,,,
gics,gics_l3,N/A,SPD,49.0,49.0,52.0,46.0,46.0,48.0,44.0,31.0,39.0,55.0,39.0,35.0
gics,gics_l3,N/A,SRT,31.0,32.0,41.0,32.0,36.0,28.0,37.0,26.0,27.0,14.0,16.0,0.0
gics,gics_l3,N/A,STH,,,,,,,,,,,53.0,45.0
gics,gics_l3,N/A,STW,16.0,29.0,19.0,28.0,33.0,32.0,46.0,32.0,61.0,58.0,71.0,31.0
gics,gics_l3,N/A,SVG,24.0,22.0,23.0,30.0,29.0,21.0,20.0,27.0,27.0,29.0,22.0,22.0
gics,gics_l3,N/A,SWC,95.0,93.0,88.0,95.0,100.0,100.0,100.0,89.0,99.0,67.0,97.0,90.0
gics,gics_l3,N/A,SZB,71.0,76.0,86.0,68.0,81.0,92.0,84.0,73.0,83.0,80.0,86.0,78.0
gics,gics_l3,N/A,SZE,66.0,63.0,57.0,73.0,74.0,66.0,65.0,74.0,66.0,68.0,55.0,51.0
gics,gics_l3,N/A,T12,58.0,72.0,65.0,76.0,70.0,70.0,56.0,,58.0,17.0,6.0,
gics,gics_l3,N/A,TBD,40.0,33.0,32.0,60.0,43.0,40.0,34.0,51.0,41.0,58.0,39.0,55.0
gics,gics_l3,N/A,TCK,10.0,8.0,,,25.0,1.0,0.0,33.0,9.0,30.0,,
gics,gics_l3,N/A,TCW,65.0,63.0,69.0,75.0,82.0,75.0,82.0,78.0,89.0,78.0,84.0,62.0
gics,gics_l3,N/A,TDF,,,,,42.0,47.0,46.0,51.0,38.0,54.0,36.0,38.0
gics,gics_l3,N/A,TDG,73.0,54.0,68.0,61.0,50.0,51.0,54.0,55.0,50.0,52.0,62.0,66.0
gics,gics_l3,N/A,TDP,,,31.0,36.0,33.0,37.0,38.0,32.0,33.0,39.0,32.0,25.0
gics,gics_l3,N/A,TDS,88.0,83.0,55.0,57.0,81.0,69.0,59.0,60.0,73.0,79.0,100.0,100.0
gics,gics_l3,N/A,THN,39.0,29.0,47.0,44.0,34.0,27.0,33.0,33.0,45.0,50.0,49.0,61.0
gics,gics_l3,N/A,THP,,,,,,,,,,,,48.0
gics,gics_l3,N/A,TID,38.0,49.0,39.0,53.0,42.0,21.0,31.0,41.0,31.0,43.0,14.0,33.0
gics,gics_l3,N/A,TKA,,47.0,,,,,,,,,,
gics,gics_l3,N/A,TL4,28.0,27.0,25.0,28.0,28.0,21.0,18.0,28.0,28.0,31.0,23.0,19.0
gics,gics_l3,N/A,TLP,,,,,44.0,40.0,44.0,21.0,22.0,20.0,16.0,
gics,gics_l3,N/A,TMG,82.0,98.0,76.0,92.0,95.0,100.0,85.0,77.0,55.0,64.0,69.0,79.0
gics,gics_l3,N/A,TNB,55.0,54.0,57.0,52.0,60.0,57.0,43.0,44.0,55.0,62.0,,
gics,gics_l3,N/A,TNI,49.0,52.0,51.0,50.0,48.0,48.0,51.0,43.0,48.0,57.0,41.0,48.0
gics,gics_l3,N/A,TNS,41.0,33.0,7.0,3.0,0.0,0.0,3.0,48.0,57.0,61.0,52.0,39.0
gics,gics_l3,N/A,TNW,37.0,43.0,44.0,50.0,50.0,48.0,52.0,36.0,32.0,45.0,27.0,12.0
gics,gics_l3,N/A,TOP,82.0,86.0,86.0,95.0,47.0,44.0,57.0,44.0,67.0,,,
gics,gics_l3,N/A,TSJ,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
gics,gics_l3,N/A,TTD,94.0,93.0,89.0,79.0,99.0,95.0,100.0,87.0,93.0,94.0,100.0,90.0
gics,gics_l3,N/A,TTN,71.0,62.0,43.0,63.0,46.0,77.0,56.0,23.0,40.0,57.0,42.0,47.0
gics,gics_l3,N/A,TTS,38.0,38.0,26.0,37.0,31.0,23.0,29.0,39.0,52.0,54.0,38.0,29.0
gics,gics_l3,N/A,TVN,56.0,55.0,47.0,57.0,65.0,56.0,41.0,41.0,23.0,41.0,26.0,31.0
gics,gics_l3,N/A,TVU,100.0,90.0,89.0,76.0,,,,,,,,
gics,gics_l3,N/A,TVW,37.0,33.0,31.0,41.0,49.0,45.0,34.0,40.0,57.0,52.0,40.0,30.0
gics,gics_l3,N/A,UDJ,64.0,71.0,65.0,62.0,,60.0,69.0,75.0,49.0,69.0,64.0,47.0
gics,gics_l3,N/A,UPH,17.0,12.0,35.0,64.0,27.0,50.0,15.0,16.0,44.0,24.0,23.0,22.0
gics,gics_l3,N/A,VAV,,,60.0,76.0,47.0,57.0,47.0,37.0,45.0,53.0,44.0,28.0
gics,gics_l3,N/A,VCA,80.0,68.0,51.0,56.0,77.0,61.0,55.0,49.0,73.0,69.0,91.0,81.0
gics,gics_l3,N/A,VCP,67.0,54.0,60.0,73.0,76.0,67.0,58.0,54.0,32.0,23.0,27.0,50.0
gics,gics_l3,N/A,VCW,96.0,99.0,100.0,84.0,94.0,100.0,100.0,27.0,62.0,85.0,85.0,85.0
gics,gics_l3,N/A,VCX,0.0,11.0,9.0,20.0,10.0,20.0,15.0,24.0,16.0,33.0,19.0,29.0
gics,gics_l3,N/A,VEA,85.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,97.0,90.0,100.0,98.0
gics,gics_l3,N/A,VEC,37.0,29.0,38.0,49.0,44.0,50.0,53.0,63.0,51.0,62.0,50.0,51.0
gics,gics_l3,N/A,VET,60.0,69.0,52.0,80.0,66.0,82.0,49.0,49.0,56.0,69.0,47.0,53.0
gics,gics_l3,N/A,VFC,46.0,48.0,47.0,53.0,46.0,55.0,50.0,49.0,52.0,60.0,44.0,43.0
gics,gics_l3,N/A,VGG,71.0,70.0,75.0,72.0,74.0,66.0,72.0,65.0,35.0,63.0,50.0,57.0
gics,gics_l3,N/A,VGI,13.0,8.0,21.0,31.0,31.0,38.0,26.0,31.0,53.0,39.0,39.0,17.0
gics,gics_l3,N/A,VGR,54.0,72.0,63.0,74.0,72.0,64.0,71.0,81.0,93.0,88.0,91.0,100.0
gics,gics_l3,N/A,VGT,29.0,26.0,27.0,25.0,32.0,23.0,23.0,23.0,33.0,32.0,25.0,23.0
gics,gics_l3,N/A,VGV,40.0,32.0,34.0,40.0,45.0,36.0,31.0,39.0,37.0,56.0,29.0,31.0
gics,gics_l3,N/A,VHF,43.0,60.0,71.0,73.0,48.0,51.0,59.0,84.0,63.0,65.0,95.0,99.0
gics,gics_l3,N/A,VIH,8.0,8.0,11.0,,,,,,,,,
gics,gics_l3,N/A,VIN,90.0,97.0,94.0,91.0,100.0,66.0,89.0,84.0,97.0,89.0,,98.0
gics,gics_l3,N/A,VIW,31.0,18.0,19.0,26.0,29.0,12.0,18.0,22.0,22.0,18.0,16.0,19.0
gics,gics_l3,N/A,VLB,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,99.0,100.0,100.0,100.0
gics,gics_l3,N/A,VLC,93.0,99.0,85.0,83.0,90.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0
gics,gics_l3,N/A,VLG,,73.0,,,,,,,,,,
gics,gics_l3,N/A,VLW,82.0,84.0,88.0,96.0,100.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0
gics,gics_l3,N/A,VMG,52.0,46.0,36.0,40.0,46.0,35.0,,,,,,
gics,gics_l3,N/A,VNB,97.0,90.0,89.0,89.0,100.0,92.0,92.0,88.0,89.0,85.0,99.0,90.0
gics,gics_l3,N/A,VNP,27.0,42.0,42.0,10.0,31.0,13.0,49.0,11.0,55.0,56.0,52.0,49.0
gics,gics_l3,N/A,VOC,59.0,49.0,48.0,61.0,60.0,55.0,56.0,71.0,85.0,76.0,95.0,70.0
gics,gics_l3,N/A,VPA,17.0,5.0,17.0,20.0,24.0,13.0,13.0,18.0,52.0,75.0,27.0,24.0
gics,gics_l3,N/A,VQC,,100.0,91.0,97.0,,100.0,,,,,,
gics,gics_l3,N/A,VRG,,,,79.0,,,,,,,,
gics,gics_l3,N/A,VSF,,,,,28.0,2.0,28.0,,,,,
gics,gics_l3,N/A,VSM,68.0,63.0,64.0,65.0,70.0,63.0,70.0,62.0,66.0,68.0,61.0,69.0
gics,gics_l3,N/A,VSN,68.0,55.0,60.0,61.0,83.0,77.0,73.0,54.0,83.0,57.0,66.0,51.0
gics,gics_l3,N/A,VTA,27.0,34.0,46.0,38.0,27.0,26.0,40.0,27.0,24.0,31.0,18.0,14.0
gics,gics_l3,N/A,VTE,36.0,40.0,,56.0,44.0,50.0,45.0,44.0,48.0,55.0,41.0,46.0
gics,gics_l3,N/A,VTG,48.0,90.0,84.0,62.0,59.0,71.0,83.0,79.0,59.0,58.0,83.0,44.0
gics,gics_l3,N/A,VTP,82.0,78.0,78.0,84.0,85.0,80.0,86.0,86.0,81.0,84.0,95.0,72.0
gics,gics_l3,N/A,VTR,,,75.0,70.0,69.0,78.0,75.0,54.0,47.0,21.0,46.0,49.0
gics,gics_l3,N/A,VTX,48.0,26.0,66.0,61.0,59.0,68.0,78.0,72.0,35.0,45.0,48.0,91.0
gics,gics_l3,N/A,VVN,48.0,53.0,,,,,19.0,,,,,31.0
gics,gics_l3,N/A,VXP,,,,,73.0,,,,,,,
gics,gics_l3,N/A,VXT,,,,,,,,,,53.0,,
gics,gics_l3,N/A,WSB,60.0,61.0,54.0,61.0,79.0,73.0,73.0,80.0,77.0,74.0,89.0,84.0
gics,gics_l3,N/A,WTC,,,,,,,,97.0,,,,
gics,gics_l3,N/A,XHC,51.0,44.0,91.0,53.0,41.0,81.0,35.0,47.0,32.0,35.0,65.0,46.0
gics,gics_l3,N/A,XMC,6.0,25.0,19.0,54.0,20.0,27.0,16.0,46.0,10.0,15.0,36.0,
gics,gics_l3,N/A,XPH,58.0,57.0,68.0,60.0,55.0,66.0,79.0,69.0,,,,
gics,gics_l3,N/A,YBM,,47.0,44.0,21.0,32.0,32.0,35.0,34.0,42.0,52.0,41.0,35.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",APP,39.0,35.0,49.0,52.0,37.0,39.0,33.0,55.0,55.0,38.0,40.0,36.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",ASP,33.0,37.0,51.0,52.0,46.0,58.0,42.0,55.0,54.0,59.0,39.0,
gics,gics_l3,"Oil, Gas & Consumable Fuels",BSR,,,58.0,40.0,53.0,42.0,66.0,80.0,56.0,51.0,79.0,79.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",CMI,2.0,25.0,38.0,,25.0,33.0,29.0,16.0,30.0,30.0,31.0,34.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",CNG,72.0,79.0,91.0,67.0,84.0,100.0,100.0,88.0,74.0,65.0,89.0,100.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",GSP,84.0,100.0,86.0,55.0,79.0,88.0,79.0,64.0,66.0,75.0,79.0,76.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",HLC,10.0,22.0,40.0,23.0,28.0,41.0,32.0,46.0,50.0,28.0,17.0,25.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",HTC,79.0,79.0,77.0,66.0,92.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",MDC,15.0,11.0,30.0,23.0,28.0,9.0,29.0,20.0,25.0,14.0,26.0,29.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",NBC,7.0,15.0,36.0,42.0,27.0,28.0,39.0,37.0,47.0,5.0,78.0,49.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",OIL,37.0,35.0,39.0,41.0,39.0,52.0,41.0,49.0,51.0,58.0,40.0,41.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PCG,47.0,53.0,71.0,62.0,72.0,62.0,64.0,68.0,60.0,87.0,83.0,82.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PCT,51.0,50.0,93.0,80.0,100.0,100.0,100.0,93.0,83.0,98.0,100.0,94.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PGC,53.0,51.0,62.0,49.0,68.0,67.0,85.0,62.0,60.0,79.0,68.0,49.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PGS,34.0,29.0,58.0,52.0,48.0,54.0,60.0,52.0,29.0,46.0,45.0,48.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PGT,59.0,61.0,67.0,82.0,89.0,70.0,49.0,58.0,100.0,75.0,87.0,67.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PJC,60.0,48.0,62.0,54.0,54.0,61.0,58.0,53.0,57.0,56.0,76.0,47.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PJT,47.0,57.0,65.0,52.0,75.0,73.0,49.0,52.0,60.0,61.0,74.0,39.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PLX,53.0,44.0,56.0,54.0,72.0,71.0,79.0,64.0,52.0,73.0,64.0,59.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PPY,46.0,46.0,63.0,70.0,58.0,100.0,91.0,81.0,72.0,25.0,87.0,87.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PSC,46.0,30.0,49.0,48.0,50.0,54.0,52.0,51.0,61.0,56.0,46.0,41.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PTS,30.0,35.0,27.0,35.0,33.0,13.0,27.0,30.0,54.0,34.0,33.0,23.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",PVG,23.0,22.0,39.0,36.0,38.0,20.0,28.0,40.0,24.0,54.0,40.0,38.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",TC6,17.0,22.0,20.0,22.0,17.0,13.0,15.0,0.0,20.0,53.0,30.0,7.0
gics,gics_l3,"Oil, Gas & Consumable Fuels",TDN,28.0,26.0,24.0,38.0,31.0,11.0,21.0,65.0,22.0,52.0,14.0,49.0
