standard,level,industry,ticker,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4
bics,bics_l1,Communications,ABC,49.0,63.0,47.0,49.0,65.0,53.0,66.0,70.0,77.0,76.0,85.0,37.0
bics,bics_l1,Communications,ADG,,,,,,,,,,,,71.0
bics,bics_l1,Communications,BDB,21.0,47.0,31.0,57.0,50.0,49.0,34.0,53.0,47.0,46.0,47.0,36.0
bics,bics_l1,Communications,BST,44.0,34.0,51.0,51.0,55.0,42.0,55.0,56.0,49.0,30.0,86.0,40.0
bics,bics_l1,Communications,CAB,,,19.0,15.0,14.0,17.0,17.0,1.0,23.0,17.0,5.0,10.0
bics,bics_l1,Communications,CMT,37.0,14.0,29.0,62.0,,,,,,,,
bics,bics_l1,Communications,DAD,36.0,59.0,51.0,43.0,51.0,63.0,49.0,56.0,47.0,59.0,80.0,41.0
bics,bics_l1,Communications,EBS,57.0,41.0,60.0,54.0,31.0,53.0,49.0,61.0,52.0,55.0,46.0,58.0
bics,bics_l1,Communications,ECI,77.0,65.0,61.0,69.0,65.0,76.0,57.0,,68.0,73.0,87.0,55.0
bics,bics_l1,Communications,FOC,100.0,91.0,85.0,89.0,81.0,90.0,91.0,100.0,90.0,88.0,100.0,83.0
bics,bics_l1,Communications,FOX,73.0,32.0,56.0,38.0,59.0,38.0,50.0,64.0,58.0,53.0,44.0,34.0
bics,bics_l1,Communications,KBE,39.0,22.0,62.0,45.0,,,,,,,,
bics,bics_l1,Communications,LBE,39.0,61.0,62.0,68.0,61.0,56.0,54.0,80.0,69.0,50.0,89.0,69.0
bics,bics_l1,Communications,ONE,35.0,30.0,43.0,53.0,55.0,45.0,38.0,57.0,54.0,47.0,37.0,33.0
bics,bics_l1,Communications,QST,29.0,7.0,36.0,59.0,28.0,26.0,29.0,63.0,11.0,46.0,14.0,37.0
bics,bics_l1,Communications,SED,69.0,54.0,53.0,46.0,61.0,61.0,34.0,13.0,53.0,48.0,87.0,22.0
bics,bics_l1,Communications,SMN,80.0,54.0,65.0,41.0,40.0,72.0,67.0,50.0,21.0,64.0,94.0,33.0
bics,bics_l1,Communications,SRA,30.0,83.0,100.0,85.0,92.0,70.0,76.0,100.0,74.0,40.0,75.0,39.0
bics,bics_l1,Communications,VGI,11.0,2.0,22.0,14.0,30.0,31.0,29.0,50.0,45.0,17.0,35.0,5.0
bics,bics_l1,Communications,VNB,99.0,72.0,75.0,74.0,82.0,77.0,76.0,77.0,76.0,73.0,100.0,60.0
bics,bics_l1,Communications,YEG,85.0,50.0,60.0,61.0,50.0,45.0,24.0,50.0,60.0,51.0,45.0,13.0
bics,bics_l1,Consumer Discretionary,ADC,83.0,73.0,84.0,80.0,71.0,63.0,80.0,81.0,79.0,69.0,74.0,89.0
bics,bics_l1,Consumer Discretionary,ADS,40.0,34.0,35.0,37.0,25.0,31.0,34.0,44.0,7.0,4.0,14.0,7.0
bics,bics_l1,Consumer Discretionary,AFX,31.0,50.0,44.0,46.0,38.0,51.0,40.0,47.0,44.0,100.0,64.0,68.0
bics,bics_l1,Consumer Discretionary,AGM,55.0,52.0,51.0,57.0,48.0,55.0,55.0,55.0,51.0,62.0,58.0,60.0
bics,bics_l1,Consumer Discretionary,BDG,74.0,65.0,44.0,68.0,65.0,68.0,57.0,69.0,76.0,81.0,71.0,56.0
bics,bics_l1,Consumer Discretionary,BED,68.0,65.0,84.0,100.0,80.0,68.0,81.0,90.0,82.0,68.0,87.0,81.0
bics,bics_l1,Consumer Discretionary,BTT,79.0,75.0,81.0,88.0,79.0,85.0,88.0,83.0,76.0,72.0,71.0,74.0
bics,bics_l1,Consumer Discretionary,BTV,,53.0,53.0,57.0,49.0,56.0,55.0,65.0,51.0,24.0,51.0,57.0
bics,bics_l1,Consumer Discretionary,CCA,,,,,,,27.0,39.0,27.0,24.0,36.0,50.0
bics,bics_l1,Consumer Discretionary,CCL,59.0,58.0,50.0,56.0,53.0,51.0,55.0,52.0,62.0,59.0,55.0,60.0
bics,bics_l1,Consumer Discretionary,CDG,,,69.0,,67.0,48.0,57.0,,71.0,94.0,71.0,
bics,bics_l1,Consumer Discretionary,CMC,38.0,26.0,16.0,48.0,41.0,39.0,37.0,59.0,55.0,31.0,67.0,56.0
bics,bics_l1,Consumer Discretionary,CMV,73.0,66.0,64.0,67.0,64.0,63.0,66.0,70.0,67.0,74.0,71.0,68.0
bics,bics_l1,Consumer Discretionary,CTC,18.0,23.0,14.0,43.0,25.0,23.0,26.0,33.0,12.0,6.0,0.0,14.0
bics,bics_l1,Consumer Discretionary,CTF,56.0,49.0,60.0,77.0,67.0,58.0,56.0,61.0,59.0,64.0,67.0,64.0
bics,bics_l1,Consumer Discretionary,CYC,0.0,11.0,,,,,,,,,,
bics,bics_l1,Consumer Discretionary,DAH,21.0,21.0,13.0,25.0,31.0,40.0,16.0,44.0,29.0,21.0,0.0,
bics,bics_l1,Consumer Discretionary,DGW,53.0,53.0,53.0,52.0,53.0,52.0,61.0,62.0,66.0,73.0,77.0,71.0
bics,bics_l1,Consumer Discretionary,DHP,48.0,49.0,44.0,63.0,48.0,54.0,54.0,49.0,58.0,84.0,72.0,58.0
bics,bics_l1,Consumer Discretionary,DIC,34.0,34.0,29.0,37.0,36.0,42.0,35.0,32.0,0.0,20.0,,
bics,bics_l1,Consumer Discretionary,DLD,31.0,39.0,29.0,,30.0,33.0,25.0,35.0,,,,
bics,bics_l1,Consumer Discretionary,DLR,6.0,3.0,0.0,1.0,3.0,2.0,3.0,43.0,36.0,43.0,51.0,20.0
bics,bics_l1,Consumer Discretionary,DM7,59.0,61.0,54.0,54.0,78.0,58.0,60.0,78.0,84.0,73.0,64.0,61.0
bics,bics_l1,Consumer Discretionary,DSN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,DSP,93.0,84.0,90.0,75.0,84.0,80.0,87.0,89.0,83.0,63.0,76.0,65.0
bics,bics_l1,Consumer Discretionary,E29,,,,,27.0,25.0,18.0,42.0,2.0,0.0,0.0,
bics,bics_l1,Consumer Discretionary,EIN,20.0,44.0,25.0,42.0,26.0,42.0,35.0,50.0,9.0,23.0,11.0,
bics,bics_l1,Consumer Discretionary,EVE,62.0,55.0,64.0,63.0,58.0,56.0,67.0,86.0,61.0,67.0,70.0,72.0
bics,bics_l1,Consumer Discretionary,EVG,56.0,61.0,62.0,64.0,59.0,60.0,62.0,68.0,63.0,69.0,66.0,
bics,bics_l1,Consumer Discretionary,FID,,69.0,56.0,,,,,65.0,67.0,62.0,,68.0
bics,bics_l1,Consumer Discretionary,FTM,24.0,29.0,14.0,22.0,17.0,12.0,13.0,30.0,12.0,0.0,0.0,0.0
bics,bics_l1,Consumer Discretionary,GDT,96.0,96.0,99.0,89.0,82.0,86.0,93.0,83.0,92.0,100.0,94.0,84.0
bics,bics_l1,Consumer Discretionary,GIL,56.0,49.0,38.0,59.0,51.0,52.0,50.0,63.0,64.0,75.0,66.0,65.0
bics,bics_l1,Consumer Discretionary,GMC,41.0,51.0,61.0,51.0,57.0,47.0,50.0,61.0,67.0,56.0,57.0,64.0
bics,bics_l1,Consumer Discretionary,GTA,31.0,40.0,27.0,41.0,46.0,49.0,36.0,42.0,53.0,41.0,62.0,54.0
bics,bics_l1,Consumer Discretionary,GTT,28.0,40.0,34.0,33.0,26.0,34.0,32.0,22.0,,,,
bics,bics_l1,Consumer Discretionary,HAX,41.0,52.0,34.0,52.0,45.0,48.0,44.0,51.0,58.0,66.0,76.0,74.0
bics,bics_l1,Consumer Discretionary,HGT,,,,,78.0,65.0,63.0,75.0,61.0,62.0,61.0,58.0
bics,bics_l1,Consumer Discretionary,HHS,96.0,87.0,100.0,84.0,90.0,82.0,86.0,100.0,100.0,100.0,98.0,100.0
bics,bics_l1,Consumer Discretionary,HID,78.0,73.0,63.0,77.0,63.0,61.0,53.0,72.0,23.0,55.0,20.0,
bics,bics_l1,Consumer Discretionary,HLT,,,,,,,9.0,1.0,,,,
bics,bics_l1,Consumer Discretionary,HOT,88.0,87.0,100.0,87.0,84.0,84.0,90.0,87.0,68.0,61.0,65.0,59.0
bics,bics_l1,Consumer Discretionary,HSM,28.0,21.0,10.0,12.0,12.0,13.0,8.0,17.0,10.0,0.0,0.0,0.0
bics,bics_l1,Consumer Discretionary,HTG,44.0,27.0,38.0,41.0,44.0,41.0,48.0,53.0,56.0,0.0,51.0,22.0
bics,bics_l1,Consumer Discretionary,HTL,32.0,42.0,36.0,48.0,58.0,54.0,52.0,42.0,50.0,67.0,71.0,68.0
bics,bics_l1,Consumer Discretionary,HTM,,,40.0,41.0,50.0,47.0,44.0,67.0,56.0,66.0,65.0,62.0
bics,bics_l1,Consumer Discretionary,HU4,15.0,24.0,13.0,25.0,25.0,25.0,18.0,56.0,13.0,51.0,53.0,54.0
bics,bics_l1,Consumer Discretionary,HUG,79.0,78.0,82.0,80.0,73.0,66.0,80.0,80.0,67.0,66.0,77.0,70.0
bics,bics_l1,Consumer Discretionary,IBC,61.0,63.0,75.0,66.0,59.0,49.0,58.0,59.0,11.0,51.0,62.0,69.0
bics,bics_l1,Consumer Discretionary,KDH,85.0,76.0,85.0,90.0,74.0,79.0,86.0,88.0,80.0,90.0,86.0,86.0
bics,bics_l1,Consumer Discretionary,KGM,63.0,52.0,47.0,25.0,43.0,49.0,54.0,54.0,56.0,73.0,59.0,60.0
bics,bics_l1,Consumer Discretionary,KLF,80.0,79.0,78.0,76.0,74.0,74.0,78.0,79.0,69.0,70.0,67.0,66.0
bics,bics_l1,Consumer Discretionary,KMR,33.0,38.0,36.0,30.0,37.0,34.0,36.0,25.0,29.0,13.0,18.0,3.0
bics,bics_l1,Consumer Discretionary,KSD,68.0,65.0,67.0,84.0,77.0,79.0,84.0,74.0,66.0,80.0,76.0,70.0
bics,bics_l1,Consumer Discretionary,M10,30.0,34.0,30.0,36.0,37.0,40.0,43.0,47.0,43.0,58.0,51.0,24.0
bics,bics_l1,Consumer Discretionary,MEG,44.0,47.0,38.0,63.0,53.0,41.0,38.0,47.0,40.0,33.0,51.0,50.0
bics,bics_l1,Consumer Discretionary,MHL,38.0,32.0,22.0,40.0,29.0,33.0,38.0,33.0,18.0,60.0,24.0,8.0
bics,bics_l1,Consumer Discretionary,MNB,15.0,23.0,18.0,41.0,19.0,17.0,25.0,24.0,5.0,,22.0,
bics,bics_l1,Consumer Discretionary,MSH,40.0,54.0,55.0,54.0,56.0,62.0,68.0,59.0,59.0,59.0,55.0,56.0
bics,bics_l1,Consumer Discretionary,MWG,72.0,64.0,61.0,59.0,68.0,65.0,62.0,62.0,72.0,72.0,64.0,60.0
bics,bics_l1,Consumer Discretionary,NAV,70.0,57.0,49.0,67.0,57.0,62.0,61.0,73.0,64.0,73.0,77.0,70.0
bics,bics_l1,Consumer Discretionary,NDT,13.0,8.0,18.0,13.0,14.0,6.0,14.0,8.0,0.0,0.0,0.0,3.0
bics,bics_l1,Consumer Discretionary,NHA,77.0,94.0,82.0,90.0,81.0,83.0,100.0,100.0,100.0,100.0,92.0,74.0
bics,bics_l1,Consumer Discretionary,NHT,100.0,97.0,,,,,,,55.0,51.0,63.0,22.0
bics,bics_l1,Consumer Discretionary,NTL,61.0,48.0,53.0,72.0,65.0,78.0,70.0,97.0,69.0,81.0,85.0,100.0
bics,bics_l1,Consumer Discretionary,NTT,6.0,,1.0,0.0,7.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0
bics,bics_l1,Consumer Discretionary,OCH,33.0,38.0,54.0,32.0,30.0,23.0,68.0,28.0,73.0,65.0,55.0,67.0
bics,bics_l1,Consumer Discretionary,PAC,39.0,49.0,49.0,48.0,51.0,51.0,50.0,62.0,56.0,57.0,59.0,57.0
bics,bics_l1,Consumer Discretionary,PDC,46.0,37.0,52.0,22.0,58.0,40.0,51.0,46.0,10.0,0.0,58.0,61.0
bics,bics_l1,Consumer Discretionary,PEG,,,,,42.0,48.0,54.0,43.0,26.0,22.0,8.0,14.0
bics,bics_l1,Consumer Discretionary,PET,58.0,47.0,47.0,50.0,50.0,46.0,51.0,53.0,55.0,60.0,67.0,61.0
bics,bics_l1,Consumer Discretionary,PGT,76.0,65.0,64.0,99.0,73.0,62.0,54.0,47.0,100.0,74.0,63.0,58.0
bics,bics_l1,Consumer Discretionary,PNJ,79.0,64.0,61.0,65.0,75.0,58.0,60.0,71.0,78.0,61.0,64.0,70.0
bics,bics_l1,Consumer Discretionary,PPH,27.0,31.0,16.0,23.0,31.0,30.0,27.0,23.0,51.0,55.0,51.0,9.0
bics,bics_l1,Consumer Discretionary,PTB,54.0,51.0,44.0,54.0,49.0,53.0,51.0,55.0,50.0,61.0,59.0,51.0
bics,bics_l1,Consumer Discretionary,PTV,57.0,55.0,36.0,39.0,50.0,36.0,53.0,76.0,57.0,57.0,53.0,53.0
bics,bics_l1,Consumer Discretionary,PVR,,,,,,,33.0,,,12.0,,
bics,bics_l1,Consumer Discretionary,PXL,62.0,70.0,57.0,66.0,71.0,53.0,60.0,67.0,71.0,80.0,74.0,67.0
bics,bics_l1,Consumer Discretionary,QBS,40.0,36.0,30.0,42.0,40.0,41.0,30.0,37.0,50.0,50.0,3.0,18.0
bics,bics_l1,Consumer Discretionary,REE,56.0,60.0,55.0,67.0,60.0,65.0,73.0,62.0,58.0,62.0,60.0,59.0
bics,bics_l1,Consumer Discretionary,RIC,54.0,46.0,25.0,78.0,34.0,36.0,54.0,48.0,20.0,17.0,14.0,22.0
bics,bics_l1,Consumer Discretionary,SAV,37.0,41.0,35.0,40.0,45.0,47.0,46.0,54.0,59.0,69.0,69.0,64.0
bics,bics_l1,Consumer Discretionary,SBV,68.0,68.0,55.0,48.0,51.0,35.0,43.0,84.0,51.0,58.0,55.0,65.0
bics,bics_l1,Consumer Discretionary,SDH,25.0,6.0,,,,,,,,,,
bics,bics_l1,Consumer Discretionary,SFN,91.0,82.0,88.0,88.0,79.0,80.0,84.0,98.0,93.0,100.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,SGH,100.0,100.0,100.0,100.0,94.0,96.0,100.0,100.0,100.0,80.0,90.0,91.0
bics,bics_l1,Consumer Discretionary,SHI,28.0,31.0,19.0,32.0,25.0,29.0,35.0,33.0,18.0,44.0,21.0,9.0
bics,bics_l1,Consumer Discretionary,SHN,49.0,48.0,46.0,47.0,49.0,48.0,51.0,56.0,47.0,82.0,54.0,50.0
bics,bics_l1,Consumer Discretionary,SMC,48.0,51.0,46.0,43.0,48.0,47.0,49.0,48.0,53.0,61.0,63.0,61.0
bics,bics_l1,Consumer Discretionary,SRC,27.0,32.0,25.0,24.0,31.0,47.0,47.0,67.0,57.0,71.0,59.0,57.0
bics,bics_l1,Consumer Discretionary,ST8,84.0,97.0,91.0,80.0,83.0,66.0,88.0,73.0,87.0,90.0,85.0,66.0
bics,bics_l1,Consumer Discretionary,STH,,,,,,,,,,,65.0,57.0
bics,bics_l1,Consumer Discretionary,STK,34.0,46.0,31.0,45.0,50.0,47.0,56.0,65.0,70.0,51.0,38.0,69.0
bics,bics_l1,Consumer Discretionary,SVC,59.0,56.0,54.0,60.0,58.0,49.0,51.0,60.0,53.0,60.0,63.0,69.0
bics,bics_l1,Consumer Discretionary,SVT,88.0,77.0,95.0,78.0,75.0,89.0,79.0,100.0,100.0,,,
bics,bics_l1,Consumer Discretionary,T12,59.0,72.0,65.0,74.0,63.0,63.0,60.0,,61.0,0.0,0.0,
bics,bics_l1,Consumer Discretionary,TAG,57.0,58.0,,,,,,,,,,
bics,bics_l1,Consumer Discretionary,TCM,45.0,44.0,43.0,44.0,45.0,46.0,48.0,50.0,51.0,66.0,60.0,57.0
bics,bics_l1,Consumer Discretionary,TCT,100.0,98.0,100.0,68.0,100.0,90.0,91.0,78.0,95.0,79.0,75.0,93.0
bics,bics_l1,Consumer Discretionary,TDF,,,,,45.0,51.0,51.0,58.0,44.0,59.0,55.0,53.0
bics,bics_l1,Consumer Discretionary,TDH,41.0,39.0,22.0,44.0,31.0,41.0,27.0,46.0,16.0,8.0,9.0,10.0
bics,bics_l1,Consumer Discretionary,TDT,29.0,41.0,62.0,40.0,45.0,40.0,61.0,45.0,36.0,21.0,58.0,15.0
bics,bics_l1,Consumer Discretionary,TET,,,,,100.0,,,,,,,
bics,bics_l1,Consumer Discretionary,TH1,54.0,44.0,29.0,40.0,41.0,40.0,46.0,53.0,56.0,58.0,55.0,54.0
bics,bics_l1,Consumer Discretionary,TIE,63.0,78.0,64.0,22.0,34.0,41.0,,,,,,
bics,bics_l1,Consumer Discretionary,TLG,69.0,75.0,71.0,58.0,68.0,88.0,73.0,80.0,56.0,74.0,96.0,84.0
bics,bics_l1,Consumer Discretionary,TNA,58.0,51.0,48.0,49.0,52.0,49.0,68.0,53.0,54.0,60.0,57.0,55.0
bics,bics_l1,Consumer Discretionary,TNG,19.0,30.0,29.0,45.0,44.0,32.0,53.0,48.0,51.0,8.0,55.0,0.0
bics,bics_l1,Consumer Discretionary,TOP,71.0,76.0,79.0,85.0,47.0,43.0,54.0,52.0,67.0,,,
bics,bics_l1,Consumer Discretionary,TSJ,95.0,98.0,92.0,93.0,89.0,97.0,100.0,99.0,100.0,100.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,TTC,38.0,48.0,48.0,44.0,48.0,51.0,36.0,58.0,60.0,70.0,60.0,58.0
bics,bics_l1,Consumer Discretionary,TTF,19.0,0.0,0.0,36.0,36.0,0.0,35.0,38.0,21.0,59.0,19.0,8.0
bics,bics_l1,Consumer Discretionary,TTH,42.0,62.0,81.0,80.0,62.0,67.0,72.0,61.0,52.0,60.0,60.0,53.0
bics,bics_l1,Consumer Discretionary,TVT,45.0,47.0,39.0,38.0,44.0,34.0,27.0,27.0,54.0,21.0,54.0,52.0
bics,bics_l1,Consumer Discretionary,UDC,19.0,26.0,23.0,31.0,24.0,21.0,21.0,34.0,15.0,0.0,0.0,6.0
bics,bics_l1,Consumer Discretionary,VGG,62.0,66.0,63.0,65.0,59.0,55.0,60.0,64.0,23.0,62.0,57.0,58.0
bics,bics_l1,Consumer Discretionary,VGT,26.0,32.0,22.0,24.0,30.0,27.0,26.0,28.0,22.0,16.0,14.0,7.0
bics,bics_l1,Consumer Discretionary,VHL,49.0,57.0,55.0,63.0,54.0,59.0,60.0,62.0,60.0,68.0,62.0,58.0
bics,bics_l1,Consumer Discretionary,VIH,8.0,19.0,10.0,,,,,,,,,
bics,bics_l1,Consumer Discretionary,VIT,10.0,24.0,30.0,44.0,32.0,37.0,36.0,45.0,10.0,41.0,21.0,21.0
bics,bics_l1,Consumer Discretionary,VKC,31.0,43.0,29.0,39.0,38.0,35.0,32.0,36.0,29.0,53.0,51.0,18.0
bics,bics_l1,Consumer Discretionary,VLB,100.0,95.0,100.0,94.0,89.0,94.0,97.0,96.0,98.0,100.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,VNG,75.0,56.0,47.0,42.0,52.0,50.0,44.0,36.0,63.0,60.0,50.0,23.0
bics,bics_l1,Consumer Discretionary,VNS,45.0,48.0,52.0,57.0,58.0,58.0,71.0,58.0,64.0,60.0,60.0,60.0
bics,bics_l1,Consumer Discretionary,VTA,26.0,39.0,44.0,36.0,26.0,31.0,41.0,32.0,16.0,17.0,7.0,0.0
bics,bics_l1,Consumer Discretionary,VTG,49.0,82.0,79.0,64.0,59.0,65.0,79.0,89.0,65.0,63.0,82.0,61.0
bics,bics_l1,Consumer Discretionary,VTR,,,66.0,64.0,60.0,67.0,68.0,60.0,53.0,7.0,54.0,57.0
bics,bics_l1,Consumer Discretionary,X20,21.0,45.0,19.0,38.0,42.0,32.0,45.0,37.0,33.0,61.0,65.0,57.0
bics,bics_l1,Consumer Discretionary,XHC,53.0,48.0,86.0,52.0,45.0,68.0,39.0,54.0,24.0,18.0,68.0,54.0
bics,bics_l1,Consumer Staples,AAM,89.0,88.0,90.0,89.0,89.0,89.0,64.0,80.0,79.0,76.0,66.0,72.0
bics,bics_l1,Consumer Staples,AAV,57.0,58.0,71.0,93.0,62.0,72.0,54.0,67.0,64.0,53.0,50.0,64.0
bics,bics_l1,Consumer Staples,ABR,,,,,,,,,100.0,100.0,99.0,100.0
bics,bics_l1,Consumer Staples,ABT,60.0,71.0,78.0,69.0,68.0,63.0,61.0,54.0,55.0,55.0,53.0,56.0
bics,bics_l1,Consumer Staples,ACL,53.0,63.0,79.0,74.0,66.0,52.0,37.0,47.0,44.0,36.0,42.0,51.0
bics,bics_l1,Consumer Staples,AGF,31.0,32.0,31.0,35.0,45.0,41.0,14.0,22.0,15.0,29.0,,
bics,bics_l1,Consumer Staples,ANV,53.0,59.0,62.0,86.0,78.0,54.0,46.0,64.0,53.0,39.0,44.0,51.0
bics,bics_l1,Consumer Staples,APF,33.0,45.0,3.0,16.0,28.0,17.0,7.0,50.0,36.0,28.0,26.0,57.0
bics,bics_l1,Consumer Staples,ASM,64.0,57.0,37.0,24.0,52.0,34.0,31.0,32.0,24.0,29.0,20.0,18.0
bics,bics_l1,Consumer Staples,AVF,56.0,51.0,53.0,50.0,53.0,39.0,34.0,51.0,50.0,34.0,54.0,
bics,bics_l1,Consumer Staples,BBC,91.0,86.0,99.0,100.0,90.0,88.0,77.0,86.0,69.0,71.0,62.0,69.0
bics,bics_l1,Consumer Staples,BCF,76.0,70.0,66.0,,,,92.0,,97.0,100.0,97.0,83.0
bics,bics_l1,Consumer Staples,BHN,60.0,68.0,66.0,56.0,64.0,68.0,65.0,69.0,52.0,80.0,82.0,77.0
bics,bics_l1,Consumer Staples,BLF,53.0,44.0,47.0,20.0,31.0,38.0,31.0,23.0,29.0,31.0,19.0,36.0
bics,bics_l1,Consumer Staples,BMV,50.0,37.0,44.0,47.0,52.0,40.0,34.0,50.0,53.0,40.0,58.0,61.0
bics,bics_l1,Consumer Staples,BNA,,,,,,,,,,63.0,62.0,62.0
bics,bics_l1,Consumer Staples,BQB,41.0,50.0,69.0,60.0,,,,,,,,55.0
bics,bics_l1,Consumer Staples,BSH,63.0,70.0,70.0,50.0,64.0,81.0,76.0,74.0,64.0,67.0,76.0,73.0
bics,bics_l1,Consumer Staples,BSL,46.0,51.0,44.0,42.0,58.0,58.0,40.0,53.0,50.0,51.0,55.0,59.0
bics,bics_l1,Consumer Staples,BSP,60.0,60.0,55.0,50.0,74.0,45.0,77.0,70.0,46.0,56.0,63.0,56.0
bics,bics_l1,Consumer Staples,BSQ,54.0,57.0,60.0,63.0,74.0,71.0,58.0,63.0,54.0,76.0,53.0,69.0
bics,bics_l1,Consumer Staples,BTB,2.0,22.0,44.0,9.0,0.0,29.0,,,,,,
bics,bics_l1,Consumer Staples,CAD,20.0,,9.0,17.0,36.0,21.0,,,20.0,23.0,,
bics,bics_l1,Consumer Staples,CAN,56.0,51.0,73.0,57.0,58.0,44.0,43.0,57.0,60.0,50.0,50.0,56.0
bics,bics_l1,Consumer Staples,CFV,,,,,,,,,,,70.0,45.0
bics,bics_l1,Consumer Staples,CLX,75.0,91.0,95.0,93.0,87.0,94.0,93.0,88.0,78.0,92.0,71.0,80.0
bics,bics_l1,Consumer Staples,CMF,61.0,63.0,69.0,62.0,75.0,60.0,67.0,76.0,,,,
bics,bics_l1,Consumer Staples,CMX,29.0,48.0,61.0,39.0,56.0,36.0,26.0,58.0,51.0,38.0,43.0,23.0
bics,bics_l1,Consumer Staples,CPA,,,,,,,,18.0,23.0,28.0,25.0,16.0
bics,bics_l1,Consumer Staples,CTP,48.0,50.0,51.0,84.0,51.0,39.0,48.0,94.0,,,,
bics,bics_l1,Consumer Staples,DAT,35.0,45.0,32.0,38.0,55.0,42.0,36.0,53.0,50.0,37.0,42.0,54.0
bics,bics_l1,Consumer Staples,DBC,36.0,16.0,51.0,22.0,23.0,19.0,8.0,40.0,65.0,64.0,61.0,59.0
bics,bics_l1,Consumer Staples,FCS,53.0,55.0,53.0,53.0,57.0,45.0,40.0,56.0,55.0,43.0,53.0,56.0
bics,bics_l1,Consumer Staples,FGL,54.0,,,,32.0,38.0,,26.0,19.0,25.0,21.0,51.0
bics,bics_l1,Consumer Staples,FMC,60.0,61.0,65.0,61.0,66.0,52.0,58.0,70.0,70.0,47.0,66.0,69.0
bics,bics_l1,Consumer Staples,GTN,75.0,81.0,79.0,67.0,72.0,75.0,73.0,81.0,86.0,90.0,96.0,99.0
bics,bics_l1,Consumer Staples,HAD,58.0,65.0,73.0,67.0,49.0,79.0,71.0,78.0,58.0,79.0,86.0,69.0
bics,bics_l1,Consumer Staples,HAF,69.0,63.0,67.0,,67.0,53.0,49.0,59.0,62.0,47.0,55.0,34.0
bics,bics_l1,Consumer Staples,HAT,79.0,100.0,100.0,79.0,88.0,100.0,100.0,74.0,76.0,93.0,100.0,67.0
bics,bics_l1,Consumer Staples,HBH,24.0,4.0,0.0,47.0,32.0,34.0,43.0,58.0,22.0,32.0,55.0,59.0
bics,bics_l1,Consumer Staples,HHC,80.0,36.0,49.0,57.0,55.0,34.0,33.0,55.0,14.0,35.0,25.0,
bics,bics_l1,Consumer Staples,HKB,59.0,55.0,50.0,68.0,50.0,37.0,32.0,73.0,58.0,45.0,58.0,62.0
bics,bics_l1,Consumer Staples,HKT,73.0,64.0,,87.0,57.0,43.0,45.0,63.0,67.0,46.0,60.0,47.0
bics,bics_l1,Consumer Staples,HLG,54.0,56.0,53.0,51.0,57.0,43.0,36.0,48.0,58.0,42.0,43.0,51.0
bics,bics_l1,Consumer Staples,HNF,63.0,,63.0,33.0,59.0,35.0,43.0,52.0,50.0,29.0,33.0,54.0
bics,bics_l1,Consumer Staples,HNM,34.0,15.0,25.0,60.0,32.0,35.0,36.0,26.0,16.0,27.0,25.0,61.0
bics,bics_l1,Consumer Staples,HNR,,69.0,72.0,76.0,73.0,68.0,65.0,75.0,73.0,73.0,72.0,74.0
bics,bics_l1,Consumer Staples,HSL,96.0,78.0,98.0,100.0,100.0,89.0,99.0,100.0,86.0,86.0,80.0,100.0
bics,bics_l1,Consumer Staples,HVG,6.0,13.0,69.0,22.0,40.0,11.0,0.0,0.0,,,,
bics,bics_l1,Consumer Staples,ICF,37.0,28.0,32.0,26.0,18.0,28.0,17.0,,11.0,25.0,12.0,
bics,bics_l1,Consumer Staples,IDI,57.0,53.0,51.0,48.0,54.0,35.0,27.0,25.0,17.0,27.0,18.0,16.0
bics,bics_l1,Consumer Staples,IFS,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0,100.0
bics,bics_l1,Consumer Staples,ILA,,,,,77.0,54.0,77.0,97.0,74.0,79.0,79.0,
bics,bics_l1,Consumer Staples,JOS,57.0,54.0,51.0,55.0,30.0,49.0,37.0,55.0,52.0,49.0,63.0,
bics,bics_l1,Consumer Staples,KDC,64.0,58.0,58.0,50.0,57.0,48.0,42.0,54.0,55.0,44.0,54.0,56.0
bics,bics_l1,Consumer Staples,KHS,52.0,35.0,43.0,40.0,44.0,27.0,13.0,39.0,46.0,33.0,32.0,44.0
bics,bics_l1,Consumer Staples,KTS,44.0,57.0,38.0,52.0,33.0,30.0,7.0,26.0,8.0,28.0,34.0,28.0
bics,bics_l1,Consumer Staples,LAF,53.0,40.0,30.0,58.0,58.0,44.0,38.0,59.0,55.0,39.0,55.0,79.0
bics,bics_l1,Consumer Staples,LIX,80.0,77.0,92.0,70.0,88.0,86.0,81.0,74.0,81.0,63.0,70.0,81.0
bics,bics_l1,Consumer Staples,LSS,44.0,42.0,30.0,40.0,51.0,44.0,33.0,57.0,56.0,45.0,51.0,58.0
bics,bics_l1,Consumer Staples,MCF,54.0,60.0,52.0,57.0,53.0,41.0,35.0,56.0,55.0,58.0,59.0,62.0
