standard,level,industry,ticker,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3
bics,bics_l1,Consumer Discretionary,SMC,48.0,56.0,47.0,38.0,48.0,45.0,52.0,47.0,57.0,60.0,71.0
bics,bics_l1,Consumer Discretionary,SRC,34.0,39.0,34.0,24.0,38.0,79.0,62.0,94.0,73.0,91.0,75.0
bics,bics_l1,Consumer Discretionary,ST8,100.0,100.0,98.0,100.0,100.0,100.0,100.0,94.0,100.0,97.0,100.0
bics,bics_l1,Consumer Discretionary,STH,,,,,,,,,,,74.0
bics,bics_l1,Consumer Discretionary,STK,40.0,53.0,39.0,44.0,58.0,76.0,68.0,80.0,90.0,42.0,42.0
bics,bics_l1,Consumer Discretionary,SVC,61.0,65.0,58.0,72.0,68.0,47.0,54.0,70.0,55.0,56.0,72.0
bics,bics_l1,Consumer Discretionary,T12,66.0,84.0,75.0,87.0,71.0,94.0,75.0,,,,
bics,bics_l1,Consumer Discretionary,TAG,55.0,60.0,,,,,,,,,
bics,bics_l1,Consumer Discretionary,TCM,48.0,49.0,48.0,40.0,47.0,44.0,52.0,49.0,58.0,78.0,69.0
bics,bics_l1,Consumer Discretionary,TCT,,,,,,,,,100.0,85.0,
bics,bics_l1,Consumer Discretionary,TDF,,,,,49.0,78.0,68.0,72.0,54.0,67.0,58.0
bics,bics_l1,Consumer Discretionary,TDH,46.0,46.0,26.0,45.0,35.0,42.0,32.0,46.0,17.0,17.0,16.0
bics,bics_l1,Consumer Discretionary,TDT,34.0,46.0,68.0,37.0,48.0,40.0,77.0,47.0,43.0,33.0,59.0
bics,bics_l1,Consumer Discretionary,TH1,52.0,50.0,28.0,35.0,40.0,38.0,49.0,45.0,54.0,50.0,52.0
bics,bics_l1,Consumer Discretionary,TIE,,,,18.0,,42.0,,,,,
bics,bics_l1,Consumer Discretionary,TLG,98.0,91.0,87.0,80.0,91.0,100.0,100.0,100.0,69.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,TNA,65.0,54.0,46.0,42.0,53.0,45.0,81.0,48.0,54.0,53.0,55.0
bics,bics_l1,Consumer Discretionary,TNG,25.0,35.0,32.0,42.0,45.0,33.0,58.0,46.0,54.0,21.0,55.0
bics,bics_l1,Consumer Discretionary,TOP,,81.0,,,,47.0,,,,,
bics,bics_l1,Consumer Discretionary,TTC,47.0,60.0,54.0,45.0,63.0,78.0,41.0,75.0,,,
bics,bics_l1,Consumer Discretionary,TTF,25.0,0.0,0.0,32.0,36.0,0.0,35.0,33.0,22.0,61.0,24.0
bics,bics_l1,Consumer Discretionary,TTH,54.0,79.0,92.0,100.0,78.0,98.0,92.0,87.0,61.0,60.0,63.0
bics,bics_l1,Consumer Discretionary,TVT,48.0,53.0,43.0,34.0,54.0,37.0,36.0,30.0,60.0,39.0,54.0
bics,bics_l1,Consumer Discretionary,UDC,25.0,28.0,26.0,26.0,27.0,21.0,26.0,32.0,20.0,0.0,0.0
bics,bics_l1,Consumer Discretionary,VGG,69.0,73.0,,,,,,,,,
bics,bics_l1,Consumer Discretionary,VGT,33.0,38.0,27.0,21.0,33.0,28.0,32.0,29.0,34.0,27.0,21.0
bics,bics_l1,Consumer Discretionary,VHL,53.0,63.0,55.0,81.0,63.0,91.0,71.0,77.0,66.0,79.0,68.0
bics,bics_l1,Consumer Discretionary,VIH,10.0,22.0,8.0,,,,,,,,
bics,bics_l1,Consumer Discretionary,VIT,13.0,27.0,29.0,41.0,33.0,36.0,40.0,41.0,12.0,42.0,30.0
bics,bics_l1,Consumer Discretionary,VKC,36.0,47.0,29.0,34.0,39.0,35.0,36.0,37.0,32.0,44.0,35.0
bics,bics_l1,Consumer Discretionary,VNG,92.0,67.0,55.0,40.0,65.0,48.0,46.0,34.0,68.0,59.0,46.0
bics,bics_l1,Consumer Discretionary,VNS,46.0,52.0,59.0,61.0,77.0,89.0,85.0,72.0,66.0,55.0,62.0
bics,bics_l1,Consumer Discretionary,VTA,31.0,44.0,46.0,37.0,29.0,33.0,43.0,31.0,21.0,31.0,13.0
bics,bics_l1,Consumer Discretionary,VTG,52.0,91.0,86.0,88.0,77.0,94.0,,,,,
bics,bics_l1,Consumer Discretionary,VTR,,,71.0,76.0,72.0,100.0,81.0,61.0,55.0,27.0,55.0
bics,bics_l1,Consumer Discretionary,X20,30.0,48.0,24.0,41.0,42.0,33.0,48.0,35.0,46.0,66.0,80.0
bics,bics_l1,Consumer Discretionary,XHC,79.0,65.0,99.0,53.0,54.0,100.0,48.0,67.0,36.0,27.0,81.0
bics,bics_l1,Consumer Staples,AAM,,,,,,,70.0,79.0,77.0,74.0,63.0
bics,bics_l1,Consumer Staples,AAV,58.0,58.0,72.0,99.0,63.0,75.0,62.0,66.0,65.0,61.0,40.0
bics,bics_l1,Consumer Staples,ABT,61.0,74.0,81.0,72.0,70.0,71.0,66.0,53.0,55.0,62.0,42.0
bics,bics_l1,Consumer Staples,ACL,53.0,64.0,81.0,74.0,65.0,64.0,41.0,45.0,40.0,36.0,33.0
bics,bics_l1,Consumer Staples,AGF,31.0,33.0,33.0,24.0,43.0,53.0,19.0,22.0,16.0,30.0,
bics,bics_l1,Consumer Staples,ANV,54.0,59.0,62.0,88.0,81.0,65.0,54.0,64.0,53.0,42.0,35.0
bics,bics_l1,Consumer Staples,APF,33.0,46.0,7.0,6.0,30.0,14.0,16.0,51.0,37.0,30.0,28.0
bics,bics_l1,Consumer Staples,ASM,68.0,59.0,42.0,17.0,52.0,43.0,35.0,31.0,22.0,29.0,16.0
bics,bics_l1,Consumer Staples,AVF,56.0,51.0,53.0,54.0,52.0,51.0,40.0,50.0,46.0,34.0,45.0
bics,bics_l1,Consumer Staples,BBC,,,,,,,,,,77.0,57.0
bics,bics_l1,Consumer Staples,BCF,80.0,75.0,69.0,,,,87.0,,99.0,100.0,100.0
bics,bics_l1,Consumer Staples,BHN,64.0,73.0,70.0,63.0,67.0,77.0,71.0,72.0,53.0,89.0,100.0
bics,bics_l1,Consumer Staples,BLF,54.0,44.0,47.0,10.0,30.0,51.0,36.0,24.0,32.0,32.0,21.0
bics,bics_l1,Consumer Staples,BMV,50.0,37.0,43.0,53.0,51.0,53.0,39.0,48.0,53.0,41.0,48.0
bics,bics_l1,Consumer Staples,BNA,,,,,,,,,,66.0,64.0
bics,bics_l1,Consumer Staples,BQB,44.0,50.0,70.0,65.0,,,,,,,
bics,bics_l1,Consumer Staples,BSH,66.0,77.0,74.0,57.0,66.0,88.0,77.0,80.0,63.0,71.0,88.0
bics,bics_l1,Consumer Staples,BSL,46.0,51.0,43.0,50.0,58.0,68.0,47.0,54.0,46.0,57.0,46.0
bics,bics_l1,Consumer Staples,BSP,61.0,63.0,57.0,57.0,81.0,60.0,76.0,73.0,46.0,64.0,67.0
bics,bics_l1,Consumer Staples,BSQ,54.0,58.0,61.0,66.0,77.0,79.0,68.0,64.0,53.0,82.0,44.0
bics,bics_l1,Consumer Staples,BTB,0.0,22.0,44.0,0.0,0.0,31.0,,,,,
bics,bics_l1,Consumer Staples,CAD,,,,,,,,,,21.0,
bics,bics_l1,Consumer Staples,CAN,58.0,52.0,75.0,60.0,58.0,57.0,51.0,56.0,61.0,60.0,43.0
bics,bics_l1,Consumer Staples,CFV,,,,,,,,,,,85.0
bics,bics_l1,Consumer Staples,CLX,81.0,97.0,100.0,100.0,92.0,99.0,87.0,,78.0,95.0,87.0
bics,bics_l1,Consumer Staples,CMF,63.0,67.0,73.0,67.0,81.0,70.0,71.0,79.0,,,
bics,bics_l1,Consumer Staples,CMX,28.0,48.0,61.0,47.0,56.0,50.0,30.0,57.0,52.0,41.0,37.0
bics,bics_l1,Consumer Staples,CPA,,,,,,,,18.0,21.0,28.0,20.0
bics,bics_l1,Consumer Staples,CTP,51.0,51.0,51.0,91.0,51.0,51.0,57.0,93.0,,,
bics,bics_l1,Consumer Staples,DAT,36.0,49.0,38.0,47.0,56.0,55.0,41.0,53.0,50.0,41.0,39.0
bics,bics_l1,Consumer Staples,DBC,36.0,15.0,50.0,7.0,23.0,14.0,14.0,39.0,64.0,69.0,53.0
bics,bics_l1,Consumer Staples,FGL,54.0,,,,29.0,50.0,,25.0,17.0,23.0,16.0
bics,bics_l1,Consumer Staples,FMC,60.0,63.0,66.0,64.0,68.0,65.0,66.0,73.0,73.0,56.0,74.0
bics,bics_l1,Consumer Staples,GTN,77.0,86.0,80.0,70.0,77.0,79.0,71.0,80.0,,,
bics,bics_l1,Consumer Staples,HAD,58.0,,,,,,,,,,
bics,bics_l1,Consumer Staples,HAF,72.0,67.0,71.0,,71.0,66.0,59.0,59.0,63.0,55.0,46.0
bics,bics_l1,Consumer Staples,HBH,23.0,3.0,1.0,53.0,38.0,47.0,51.0,59.0,19.0,33.0,45.0
bics,bics_l1,Consumer Staples,HHC,85.0,42.0,51.0,63.0,57.0,43.0,38.0,56.0,13.0,37.0,27.0
bics,bics_l1,Consumer Staples,HKB,60.0,57.0,50.0,69.0,47.0,47.0,36.0,72.0,57.0,46.0,44.0
bics,bics_l1,Consumer Staples,HKT,74.0,64.0,,91.0,57.0,56.0,53.0,63.0,66.0,58.0,58.0
bics,bics_l1,Consumer Staples,HLG,55.0,57.0,54.0,56.0,57.0,56.0,42.0,46.0,58.0,45.0,35.0
bics,bics_l1,Consumer Staples,HNF,64.0,,66.0,23.0,59.0,44.0,50.0,52.0,50.0,29.0,31.0
bics,bics_l1,Consumer Staples,HNM,34.0,16.0,28.0,63.0,33.0,43.0,,26.0,18.0,27.0,27.0
bics,bics_l1,Consumer Staples,HNR,,,,,,71.0,66.0,73.0,72.0,,78.0
bics,bics_l1,Consumer Staples,HVG,5.0,15.0,70.0,12.0,39.0,7.0,0.0,0.0,,,
bics,bics_l1,Consumer Staples,ICF,38.0,30.0,35.0,17.0,20.0,28.0,22.0,,13.0,26.0,16.0
bics,bics_l1,Consumer Staples,IDI,58.0,54.0,52.0,57.0,55.0,47.0,32.0,27.0,19.0,28.0,19.0
bics,bics_l1,Consumer Staples,IFS,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0
bics,bics_l1,Consumer Staples,ILA,,,,,79.0,64.0,,97.0,72.0,80.0,
bics,bics_l1,Consumer Staples,JOS,57.0,55.0,51.0,58.0,,63.0,,55.0,,53.0,
bics,bics_l1,Consumer Staples,KDC,67.0,63.0,61.0,58.0,59.0,64.0,49.0,54.0,56.0,48.0,45.0
bics,bics_l1,Consumer Staples,KHS,52.0,34.0,45.0,42.0,42.0,27.0,19.0,37.0,42.0,34.0,28.0
bics,bics_l1,Consumer Staples,KTS,46.0,58.0,37.0,56.0,30.0,31.0,12.0,25.0,5.0,27.0,28.0
bics,bics_l1,Consumer Staples,LAF,56.0,41.0,32.0,62.0,58.0,57.0,45.0,58.0,54.0,42.0,46.0
bics,bics_l1,Consumer Staples,LIX,88.0,85.0,97.0,78.0,92.0,94.0,82.0,77.0,85.0,75.0,87.0
bics,bics_l1,Consumer Staples,LSS,44.0,41.0,30.0,45.0,50.0,55.0,37.0,56.0,55.0,47.0,39.0
bics,bics_l1,Consumer Staples,MCF,55.0,61.0,51.0,61.0,52.0,53.0,40.0,55.0,56.0,68.0,54.0
bics,bics_l1,Consumer Staples,MCH,86.0,81.0,96.0,87.0,83.0,79.0,73.0,81.0,69.0,67.0,78.0
bics,bics_l1,Consumer Staples,MLS,15.0,48.0,51.0,52.0,,,,,,,
bics,bics_l1,Consumer Staples,MML,,,,,,60.0,38.0,51.0,44.0,38.0,22.0
bics,bics_l1,Consumer Staples,MPC,51.0,50.0,59.0,50.0,48.0,60.0,58.0,55.0,58.0,49.0,56.0
bics,bics_l1,Consumer Staples,MPT,,54.0,56.0,97.0,65.0,69.0,67.0,65.0,67.0,,48.0
bics,bics_l1,Consumer Staples,MSN,51.0,62.0,46.0,53.0,51.0,50.0,45.0,44.0,15.0,22.0,17.0
bics,bics_l1,Consumer Staples,MTA,37.0,34.0,33.0,,19.0,16.0,18.0,36.0,56.0,47.0,41.0
bics,bics_l1,Consumer Staples,NAF,61.0,54.0,38.0,30.0,36.0,37.0,39.0,41.0,50.0,38.0,27.0
bics,bics_l1,Consumer Staples,NET,65.0,64.0,59.0,65.0,68.0,67.0,65.0,70.0,82.0,91.0,87.0
bics,bics_l1,Consumer Staples,NGC,20.0,29.0,35.0,22.0,29.0,26.0,13.0,2.0,28.0,34.0,
bics,bics_l1,Consumer Staples,NST,23.0,22.0,37.0,56.0,21.0,39.0,47.0,54.0,20.0,14.0,65.0
bics,bics_l1,Consumer Staples,OGC,42.0,17.0,50.0,1.0,24.0,16.0,43.0,33.0,64.0,36.0,37.0
bics,bics_l1,Consumer Staples,PAN,,59.0,66.0,75.0,66.0,61.0,46.0,57.0,51.0,40.0,30.0
bics,bics_l1,Consumer Staples,PCF,54.0,55.0,56.0,64.0,56.0,63.0,,,,,43.0
bics,bics_l1,Consumer Staples,PRT,,,,,,,,,56.0,49.0,49.0
bics,bics_l1,Consumer Staples,QNS,64.0,75.0,76.0,87.0,67.0,80.0,71.0,81.0,64.0,79.0,78.0
bics,bics_l1,Consumer Staples,RAL,68.0,58.0,64.0,67.0,67.0,61.0,50.0,58.0,68.0,59.0,62.0
bics,bics_l1,Consumer Staples,SAB,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0
bics,bics_l1,Consumer Staples,SBL,62.0,53.0,17.0,39.0,28.0,50.0,41.0,47.0,31.0,26.0,32.0
bics,bics_l1,Consumer Staples,SBT,28.0,23.0,7.0,0.0,37.0,22.0,24.0,19.0,24.0,35.0,23.0
bics,bics_l1,Consumer Staples,SEA,60.0,56.0,61.0,,73.0,72.0,,68.0,,82.0,78.0
bics,bics_l1,Consumer Staples,SGC,88.0,65.0,73.0,73.0,81.0,69.0,55.0,82.0,81.0,77.0,79.0
bics,bics_l1,Consumer Staples,SJ1,36.0,32.0,27.0,8.0,37.0,30.0,34.0,26.0,36.0,26.0,20.0
bics,bics_l1,Consumer Staples,SKH,86.0,83.0,75.0,89.0,91.0,87.0,69.0,71.0,92.0,82.0,95.0
bics,bics_l1,Consumer Staples,SKV,89.0,83.0,69.0,64.0,79.0,75.0,64.0,66.0,70.0,70.0,71.0
bics,bics_l1,Consumer Staples,SLS,57.0,25.0,24.0,21.0,22.0,46.0,29.0,21.0,53.0,56.0,30.0
bics,bics_l1,Consumer Staples,SMB,59.0,62.0,77.0,54.0,72.0,85.0,84.0,69.0,62.0,88.0,95.0
bics,bics_l1,Consumer Staples,SPD,61.0,59.0,60.0,60.0,59.0,58.0,40.0,38.0,50.0,41.0,36.0
bics,bics_l1,Consumer Staples,TAC,74.0,64.0,61.0,66.0,63.0,62.0,55.0,67.0,63.0,63.0,83.0
bics,bics_l1,Consumer Staples,TAR,,,45.0,57.0,47.0,52.0,43.0,52.0,60.0,49.0,36.0
bics,bics_l1,Consumer Staples,TFC,16.0,10.0,27.0,24.0,14.0,16.0,29.0,69.0,50.0,45.0,49.0
bics,bics_l1,Consumer Staples,TGG,83.0,93.0,79.0,85.0,75.0,82.0,67.0,72.0,66.0,55.0,56.0
bics,bics_l1,Consumer Staples,THB,,,,,65.0,,86.0,,,,
bics,bics_l1,Consumer Staples,TS4,42.0,38.0,42.0,20.0,20.0,19.0,29.0,10.0,7.0,0.0,21.0
bics,bics_l1,Consumer Staples,TSC,69.0,69.0,69.0,63.0,63.0,83.0,72.0,66.0,63.0,74.0,83.0
bics,bics_l1,Consumer Staples,VCF,90.0,96.0,100.0,100.0,84.0,99.0,82.0,96.0,75.0,85.0,100.0
bics,bics_l1,Consumer Staples,VDL,78.0,73.0,59.0,100.0,80.0,77.0,62.0,82.0,63.0,69.0,58.0
bics,bics_l1,Consumer Staples,VHC,60.0,78.0,100.0,75.0,75.0,82.0,63.0,65.0,67.0,78.0,72.0
bics,bics_l1,Consumer Staples,VHE,,,59.0,51.0,50.0,62.0,36.0,43.0,42.0,36.0,29.0
bics,bics_l1,Consumer Staples,VHF,59.0,63.0,86.0,80.0,59.0,59.0,54.0,86.0,68.0,70.0,89.0
bics,bics_l1,Consumer Staples,VID,61.0,57.0,57.0,59.0,53.0,57.0,44.0,58.0,56.0,51.0,41.0
