standard,level,industry,ticker,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3
bics,bics_l4,Water Utilities,NQN,41.0,33.0,22.0,39.0,28.0,18.0,20.0,40.0,17.0,25.0,33.0
bics,bics_l4,Water Utilities,NQT,49.0,54.0,30.0,46.0,55.0,38.0,34.0,43.0,55.0,45.0,
bics,bics_l4,Water Utilities,NS2,56.0,46.0,36.0,51.0,63.0,35.0,35.0,42.0,54.0,47.0,45.0
bics,bics_l4,Water Utilities,PMW,94.0,100.0,85.0,100.0,90.0,100.0,100.0,100.0,77.0,100.0,100.0
bics,bics_l4,Water Utilities,PWS,82.0,77.0,55.0,73.0,71.0,79.0,93.0,87.0,62.0,89.0,76.0
bics,bics_l4,Water Utilities,QNW,,,38.0,69.0,62.0,55.0,43.0,46.0,53.0,49.0,44.0
bics,bics_l4,Water Utilities,TDM,71.0,56.0,50.0,85.0,65.0,47.0,90.0,100.0,63.0,96.0,86.0
bics,bics_l4,Water Utilities,TDW,74.0,59.0,44.0,62.0,65.0,44.0,42.0,83.0,65.0,77.0,80.0
bics,bics_l4,Water Utilities,THN,,19.0,,,23.0,15.0,27.0,20.0,22.0,32.0,
bics,bics_l4,Water Utilities,TNW,25.0,33.0,26.0,34.0,39.0,26.0,31.0,26.0,18.0,30.0,15.0
bics,bics_l4,Water Utilities,TVW,39.0,32.0,15.0,38.0,54.0,35.0,29.0,30.0,54.0,38.0,31.0
bics,bics_l4,Water Utilities,VAV,,,55.0,75.0,55.0,47.0,41.0,42.0,52.0,48.0,48.0
bics,bics_l4,Water Utilities,VCW,100.0,100.0,81.0,86.0,78.0,96.0,,13.0,53.0,100.0,77.0
bics,bics_l4,Water Utilities,VLW,85.0,,65.0,91.0,87.0,,91.0,100.0,81.0,,100.0
bics,bics_l4,Wireless Telecommunications,ABC,,,,,,,,50.0,50.0,75.0,75.0
bics,bics_l4,Wireless Telecommunications,ONE,,,,,,,,25.0,25.0,50.0,25.0
bics,bics_l4,Wireless Telecommunications,SRA,,,,,,,,75.0,75.0,25.0,50.0
bics,bics_l4,Wireline Telecommunications,CMT,,,,,,,,,,,
bics,bics_l4,Wireline Telecommunications,FOX,,,,,,,,,,,
bics,bics_l4,Wireline Telecommunications,VGI,,,,,,,,,,,
bics,bics_l4,Wood Products,DCS,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,75.0,50.0
bics,bics_l4,Wood Products,MDF,26.0,36.0,39.0,27.0,32.0,53.0,44.0,32.0,17.0,25.0,25.0
bics,bics_l4,Wood Products,TLD,37.0,31.0,28.0,30.0,25.0,37.0,20.0,30.0,39.0,70.0,0.0
bics,bics_l4,Wood Products,VIF,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,59.0,100.0
bics,bics_l5,#N/A N/A,AAV,44.0,46.0,67.0,89.0,55.0,80.0,67.0,57.0,63.0,51.0,40.0
bics,bics_l5,#N/A N/A,ABS,,,,,,79.0,,,,64.0,
bics,bics_l5,#N/A N/A,ACC,72.0,61.0,77.0,,87.0,86.0,78.0,80.0,63.0,64.0,48.0
bics,bics_l5,#N/A N/A,AFX,40.0,60.0,56.0,54.0,39.0,72.0,45.0,47.0,47.0,100.0,62.0
bics,bics_l5,#N/A N/A,AGG,,,,,,100.0,64.0,84.0,43.0,63.0,24.0
bics,bics_l5,#N/A N/A,AGM,70.0,64.0,60.0,64.0,58.0,67.0,63.0,56.0,54.0,58.0,54.0
bics,bics_l5,#N/A N/A,AMC,54.0,58.0,49.0,67.0,55.0,51.0,62.0,62.0,64.0,62.0,74.0
bics,bics_l5,#N/A N/A,AMS,24.0,27.0,31.0,32.0,28.0,31.0,24.0,36.0,34.0,38.0,35.0
bics,bics_l5,#N/A N/A,AMV,58.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,56.0,88.0
bics,bics_l5,#N/A N/A,APC,100.0,100.0,,,,,,,,100.0,
bics,bics_l5,#N/A N/A,APP,39.0,37.0,36.0,53.0,36.0,40.0,33.0,44.0,49.0,38.0,40.0
bics,bics_l5,#N/A N/A,ASG,,100.0,,97.0,100.0,100.0,100.0,88.0,97.0,87.0,91.0
bics,bics_l5,#N/A N/A,ATG,,72.0,,,,,,,,,
bics,bics_l5,#N/A N/A,AVC,100.0,99.0,99.0,55.0,39.0,52.0,69.0,61.0,44.0,55.0,98.0
bics,bics_l5,#N/A N/A,B82,20.0,16.0,,,,,,,,,
bics,bics_l5,#N/A N/A,BBS,15.0,22.0,18.0,21.0,23.0,22.0,20.0,12.0,25.0,24.0,22.0
bics,bics_l5,#N/A N/A,BCF,82.0,79.0,68.0,,,,100.0,,100.0,100.0,100.0
bics,bics_l5,#N/A N/A,BCM,41.0,47.0,40.0,59.0,49.0,53.0,51.0,51.0,50.0,34.0,48.0
bics,bics_l5,#N/A N/A,BII,67.0,74.0,60.0,65.0,,44.0,,,,,
bics,bics_l5,#N/A N/A,BMC,,,,,,,,,,86.0,81.0
bics,bics_l5,#N/A N/A,BMF,100.0,100.0,100.0,100.0,,,,,,,
bics,bics_l5,#N/A N/A,BPC,52.0,54.0,47.0,55.0,50.0,54.0,49.0,53.0,59.0,56.0,55.0
bics,bics_l5,#N/A N/A,BPW,,,,,61.0,60.0,56.0,,82.0,89.0,
bics,bics_l5,#N/A N/A,BRC,83.0,72.0,69.0,60.0,74.0,70.0,63.0,56.0,74.0,69.0,67.0
bics,bics_l5,#N/A N/A,BRR,84.0,82.0,78.0,70.0,49.0,71.0,70.0,100.0,83.0,80.0,81.0
bics,bics_l5,#N/A N/A,BSA,47.0,43.0,70.0,77.0,46.0,39.0,63.0,63.0,35.0,20.0,86.0
bics,bics_l5,#N/A N/A,BSH,75.0,89.0,83.0,55.0,79.0,100.0,95.0,89.0,62.0,75.0,83.0
bics,bics_l5,#N/A N/A,BTH,,,,,,,85.0,72.0,,96.0,
bics,bics_l5,#N/A N/A,BTV,,66.0,66.0,59.0,50.0,70.0,61.0,66.0,46.0,35.0,42.0
bics,bics_l5,#N/A N/A,BWE,42.0,44.0,60.0,53.0,53.0,51.0,52.0,59.0,74.0,43.0,59.0
bics,bics_l5,#N/A N/A,C21,100.0,100.0,99.0,,,,,100.0,,45.0,
bics,bics_l5,#N/A N/A,C47,18.0,29.0,40.0,33.0,23.0,28.0,24.0,9.0,21.0,27.0,20.0
bics,bics_l5,#N/A N/A,C4G,,38.0,41.0,38.0,41.0,38.0,39.0,24.0,32.0,27.0,18.0
bics,bics_l5,#N/A N/A,CAG,100.0,99.0,92.0,82.0,96.0,100.0,96.0,84.0,,,
bics,bics_l5,#N/A N/A,CAP,90.0,100.0,,68.0,71.0,68.0,100.0,,,100.0,100.0
bics,bics_l5,#N/A N/A,CC1,29.0,18.0,36.0,34.0,28.0,22.0,32.0,23.0,19.0,16.0,16.0
bics,bics_l5,#N/A N/A,CCA,,,,,,,32.0,33.0,37.0,30.0,35.0
bics,bics_l5,#N/A N/A,CCL,66.0,75.0,59.0,58.0,60.0,56.0,60.0,44.0,73.0,49.0,47.0
bics,bics_l5,#N/A N/A,CDC,40.0,46.0,49.0,40.0,54.0,47.0,58.0,46.0,71.0,51.0,62.0
bics,bics_l5,#N/A N/A,CDG,,,84.0,,,,,,,95.0,87.0
bics,bics_l5,#N/A N/A,CEE,23.0,29.0,24.0,24.0,19.0,8.0,13.0,11.0,29.0,31.0,48.0
bics,bics_l5,#N/A N/A,CEO,46.0,43.0,46.0,43.0,44.0,76.0,40.0,43.0,33.0,3.0,31.0
bics,bics_l5,#N/A N/A,CIG,25.0,65.0,27.0,30.0,7.0,14.0,49.0,38.0,39.0,0.0,2.0
bics,bics_l5,#N/A N/A,CKD,30.0,69.0,75.0,37.0,34.0,28.0,49.0,58.0,40.0,36.0,87.0
bics,bics_l5,#N/A N/A,CKG,,,,40.0,29.0,58.0,34.0,32.0,35.0,51.0,30.0
bics,bics_l5,#N/A N/A,CKV,34.0,44.0,41.0,58.0,66.0,52.0,69.0,65.0,81.0,77.0,77.0
bics,bics_l5,#N/A N/A,CLG,27.0,36.0,32.0,34.0,33.0,34.0,26.0,62.0,,,
bics,bics_l5,#N/A N/A,CLX,91.0,100.0,100.0,97.0,98.0,100.0,100.0,,99.0,100.0,92.0
bics,bics_l5,#N/A N/A,CMC,38.0,20.0,19.0,49.0,45.0,38.0,43.0,53.0,52.0,31.0,65.0
bics,bics_l5,#N/A N/A,CMD,87.0,77.0,78.0,,90.0,80.0,79.0,68.0,94.0,80.0,81.0
bics,bics_l5,#N/A N/A,CMF,75.0,83.0,79.0,69.0,89.0,92.0,90.0,89.0,,,
bics,bics_l5,#N/A N/A,CMG,47.0,46.0,52.0,52.0,58.0,42.0,56.0,48.0,55.0,45.0,49.0
bics,bics_l5,#N/A N/A,CMS,,27.0,26.0,31.0,27.0,31.0,,,30.0,19.0,11.0
bics,bics_l5,#N/A N/A,CMT,45.0,36.0,42.0,77.0,,,,,,,
bics,bics_l5,#N/A N/A,CMV,77.0,73.0,68.0,70.0,69.0,78.0,70.0,65.0,70.0,70.0,70.0
bics,bics_l5,#N/A N/A,CPW,,,,,,62.0,43.0,55.0,41.0,59.0,42.0
bics,bics_l5,#N/A N/A,CQT,20.0,28.0,18.0,40.0,26.0,47.0,43.0,52.0,36.0,46.0,30.0
bics,bics_l5,#N/A N/A,CSC,82.0,90.0,46.0,55.0,37.0,37.0,32.0,27.0,22.0,12.0,22.0
bics,bics_l5,#N/A N/A,CSM,29.0,31.0,30.0,17.0,15.0,36.0,37.0,35.0,39.0,37.0,40.0
bics,bics_l5,#N/A N/A,CSV,100.0,100.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0
bics,bics_l5,#N/A N/A,CTC,16.0,16.0,17.0,,24.0,25.0,27.0,21.0,21.0,17.0,8.0
bics,bics_l5,#N/A N/A,CTF,66.0,55.0,70.0,83.0,78.0,74.0,58.0,55.0,57.0,53.0,61.0
bics,bics_l5,#N/A N/A,CTR,68.0,67.0,,,,,,,,,
bics,bics_l5,#N/A N/A,CTT,14.0,17.0,17.0,25.0,29.0,21.0,30.0,27.0,31.0,29.0,23.0
bics,bics_l5,#N/A N/A,CTX,,,,,,81.0,,55.0,,,
bics,bics_l5,#N/A N/A,CX8,,,,,,,,,,54.0,
bics,bics_l5,#N/A N/A,DBW,47.0,85.0,76.0,,77.0,,83.0,,79.0,,84.0
bics,bics_l5,#N/A N/A,DC4,46.0,32.0,31.0,46.0,45.0,38.0,46.0,50.0,69.0,53.0,39.0
bics,bics_l5,#N/A N/A,DCM,68.0,64.0,51.0,53.0,56.0,53.0,35.0,52.0,54.0,82.0,60.0
bics,bics_l5,#N/A N/A,DCS,69.0,60.0,62.0,71.0,64.0,52.0,61.0,67.0,71.0,69.0,75.0
bics,bics_l5,#N/A N/A,DDM,42.0,40.0,46.0,49.0,57.0,56.0,57.0,45.0,55.0,48.0,54.0
bics,bics_l5,#N/A N/A,DGC,,,81.0,77.0,67.0,81.0,69.0,69.0,88.0,85.0,82.0
bics,bics_l5,#N/A N/A,DHM,32.0,46.0,41.0,45.0,63.0,46.0,44.0,40.0,35.0,33.0,65.0
bics,bics_l5,#N/A N/A,DIC,33.0,32.0,34.0,39.0,36.0,44.0,37.0,26.0,14.0,32.0,
bics,bics_l5,#N/A N/A,DIG,35.0,49.0,50.0,68.0,33.0,48.0,55.0,80.0,37.0,43.0,51.0
bics,bics_l5,#N/A N/A,DLD,27.0,33.0,29.0,,27.0,33.0,25.0,29.0,,,
bics,bics_l5,#N/A N/A,DLT,49.0,57.0,52.0,64.0,,,,,,,
bics,bics_l5,#N/A N/A,DNY,11.0,43.0,42.0,18.0,0.0,0.0,0.0,27.0,32.0,29.0,
bics,bics_l5,#N/A N/A,DP1,48.0,48.0,53.0,47.0,51.0,52.0,57.0,46.0,61.0,53.0,54.0
bics,bics_l5,#N/A N/A,DP2,5.0,0.0,3.0,16.0,5.0,5.0,17.0,0.0,0.0,0.0,0.0
bics,bics_l5,#N/A N/A,DP3,100.0,100.0,100.0,71.0,100.0,100.0,100.0,96.0,100.0,97.0,90.0
bics,bics_l5,#N/A N/A,DPG,37.0,39.0,34.0,37.0,36.0,29.0,7.0,68.0,52.0,34.0,29.0
bics,bics_l5,#N/A N/A,DPM,89.0,90.0,80.0,85.0,79.0,87.0,83.0,90.0,89.0,100.0,91.0
bics,bics_l5,#N/A N/A,DRC,37.0,46.0,41.0,48.0,45.0,73.0,72.0,61.0,59.0,67.0,73.0
bics,bics_l5,#N/A N/A,DSP,,,,83.0,97.0,,,,,,
bics,bics_l5,#N/A N/A,DTA,36.0,45.0,,64.0,21.0,40.0,57.0,60.0,23.0,33.0,26.0
bics,bics_l5,#N/A N/A,DTD,46.0,79.0,59.0,57.0,71.0,51.0,41.0,58.0,60.0,99.0,91.0
bics,bics_l5,#N/A N/A,DTL,39.0,44.0,29.0,30.0,20.0,38.0,37.0,17.0,18.0,31.0,15.0
bics,bics_l5,#N/A N/A,DXD,,,,,,,,,28.0,21.0,
bics,bics_l5,#N/A N/A,E12,,,,,,,,,27.0,28.0,27.0
bics,bics_l5,#N/A N/A,E29,,,,,26.0,25.0,23.0,36.0,16.0,10.0,9.0
bics,bics_l5,#N/A N/A,EBS,,,,89.0,47.0,100.0,100.0,,,95.0,91.0
bics,bics_l5,#N/A N/A,EIN,17.0,42.0,28.0,40.0,21.0,40.0,36.0,41.0,19.0,35.0,23.0
bics,bics_l5,#N/A N/A,EMC,29.0,29.0,26.0,32.0,25.0,35.0,27.0,34.0,28.0,42.0,32.0
bics,bics_l5,#N/A N/A,FCN,39.0,40.0,44.0,53.0,48.0,45.0,38.0,37.0,36.0,31.0,33.0
bics,bics_l5,#N/A N/A,FDC,35.0,30.0,18.0,70.0,24.0,86.0,56.0,44.0,43.0,41.0,32.0
bics,bics_l5,#N/A N/A,FIC,41.0,44.0,38.0,63.0,51.0,30.0,23.0,19.0,24.0,26.0,26.0
bics,bics_l5,#N/A N/A,FIR,83.0,79.0,85.0,68.0,89.0,100.0,92.0,86.0,81.0,83.0,74.0
bics,bics_l5,#N/A N/A,FLC,28.0,27.0,25.0,34.0,25.0,27.0,31.0,37.0,46.0,3.0,38.0
bics,bics_l5,#N/A N/A,FOX,75.0,68.0,65.0,57.0,72.0,79.0,68.0,60.0,80.0,72.0,70.0
bics,bics_l5,#N/A N/A,G36,9.0,11.0,28.0,37.0,23.0,28.0,9.0,8.0,19.0,29.0,35.0
bics,bics_l5,#N/A N/A,GAS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
bics,bics_l5,#N/A N/A,GEG,100.0,92.0,89.0,82.0,70.0,53.0,62.0,45.0,58.0,52.0,46.0
bics,bics_l5,#N/A N/A,GIC,,,,,,,,,100.0,100.0,100.0
bics,bics_l5,#N/A N/A,GIL,79.0,61.0,48.0,69.0,63.0,70.0,63.0,72.0,90.0,87.0,80.0
bics,bics_l5,#N/A N/A,GLW,53.0,82.0,78.0,,,,,,,,
bics,bics_l5,#N/A N/A,GSP,,,100.0,71.0,86.0,97.0,71.0,63.0,79.0,71.0,72.0
bics,bics_l5,#N/A N/A,GVT,,47.0,,,,,,,,,
bics,bics_l5,#N/A N/A,HAF,65.0,56.0,61.0,,64.0,68.0,70.0,53.0,62.0,51.0,59.0
bics,bics_l5,#N/A N/A,HAH,85.0,100.0,97.0,93.0,90.0,93.0,82.0,75.0,94.0,88.0,69.0
bics,bics_l5,#N/A N/A,HAR,48.0,49.0,,,,,,,,,
bics,bics_l5,#N/A N/A,HAX,43.0,61.0,43.0,56.0,45.0,54.0,47.0,47.0,56.0,59.0,89.0
bics,bics_l5,#N/A N/A,HBC,40.0,48.0,47.0,41.0,41.0,38.0,36.0,36.0,29.0,28.0,26.0
bics,bics_l5,#N/A N/A,HBH,22.0,6.0,30.0,60.0,33.0,46.0,57.0,45.0,19.0,22.0,55.0
bics,bics_l5,#N/A N/A,HC1,,,,,,,45.0,,,,
bics,bics_l5,#N/A N/A,HDC,70.0,57.0,44.0,74.0,47.0,58.0,46.0,60.0,65.0,42.0,35.0
bics,bics_l5,#N/A N/A,HDG,49.0,32.0,70.0,84.0,66.0,67.0,61.0,41.0,71.0,63.0,48.0
bics,bics_l5,#N/A N/A,HEM,66.0,48.0,80.0,84.0,63.0,59.0,61.0,49.0,63.0,43.0,38.0
bics,bics_l5,#N/A N/A,HGM,,,,,,,85.0,,100.0,,
bics,bics_l5,#N/A N/A,HGT,,,,,94.0,91.0,67.0,82.0,63.0,55.0,56.0
bics,bics_l5,#N/A N/A,HGW,54.0,47.0,49.0,50.0,62.0,55.0,58.0,52.0,81.0,73.0,41.0
bics,bics_l5,#N/A N/A,HHP,,,43.0,38.0,43.0,38.0,39.0,32.0,42.0,39.0,38.0
bics,bics_l5,#N/A N/A,HHR,18.0,48.0,,,44.0,46.0,,,,,
bics,bics_l5,#N/A N/A,HJC,19.0,32.0,49.0,42.0,37.0,44.0,58.0,47.0,44.0,44.0,72.0
bics,bics_l5,#N/A N/A,HKB,46.0,34.0,33.0,60.0,30.0,31.0,31.0,71.0,44.0,39.0,42.0
bics,bics_l5,#N/A N/A,HLD,,,,83.0,,59.0,92.0,93.0,,72.0,
bics,bics_l5,#N/A N/A,HLG,42.0,49.0,50.0,52.0,54.0,52.0,52.0,40.0,75.0,53.0,43.0
bics,bics_l5,#N/A N/A,HLT,,,,,,,12.0,0.0,,,
bics,bics_l5,#N/A N/A,HMC,58.0,74.0,62.0,76.0,58.0,70.0,58.0,46.0,65.0,66.0,74.0
bics,bics_l5,#N/A N/A,HNF,55.0,,59.0,34.0,42.0,38.0,57.0,42.0,38.0,27.0,33.0
bics,bics_l5,#N/A N/A,HNR,,,,,,70.0,68.0,67.0,81.0,,73.0
bics,bics_l5,#N/A N/A,HPG,84.0,74.0,70.0,65.0,65.0,72.0,59.0,57.0,79.0,70.0,70.0
bics,bics_l5,#N/A N/A,HPI,48.0,,,,,,,87.0,,,
bics,bics_l5,#N/A N/A,HPW,68.0,64.0,,70.0,62.0,68.0,74.0,67.0,64.0,58.0,
bics,bics_l5,#N/A N/A,HPX,48.0,48.0,34.0,61.0,37.0,46.0,46.0,64.0,43.0,36.0,47.0
bics,bics_l5,#N/A N/A,HRC,39.0,37.0,39.0,48.0,42.0,41.0,59.0,49.0,53.0,40.0,30.0
bics,bics_l5,#N/A N/A,HSG,27.0,23.0,19.0,28.0,31.0,37.0,35.0,33.0,47.0,46.0,62.0
bics,bics_l5,#N/A N/A,HSM,31.0,20.0,17.0,14.0,8.0,14.0,12.0,11.0,23.0,11.0,13.0
bics,bics_l5,#N/A N/A,HTE,48.0,84.0,71.0,90.0,71.0,,71.0,95.0,,,
bics,bics_l5,#N/A N/A,HTM,,,45.0,41.0,48.0,49.0,45.0,70.0,56.0,66.0,60.0
bics,bics_l5,#N/A N/A,HTN,35.0,56.0,48.0,60.0,42.0,63.0,44.0,55.0,73.0,29.0,73.0
bics,bics_l5,#N/A N/A,HTT,55.0,25.0,31.0,27.0,21.0,12.0,,42.0,,,
bics,bics_l5,#N/A N/A,HTW,33.0,37.0,49.0,37.0,34.0,43.0,46.0,,,32.0,
bics,bics_l5,#N/A N/A,HUB,82.0,84.0,73.0,65.0,76.0,86.0,68.0,61.0,75.0,76.0,66.0
bics,bics_l5,#N/A N/A,HUG,90.0,90.0,90.0,,89.0,85.0,91.0,81.0,78.0,60.0,88.0
bics,bics_l5,#N/A N/A,HWS,,,80.0,52.0,54.0,79.0,78.0,38.0,51.0,55.0,84.0
bics,bics_l5,#N/A N/A,ICG,,,,,,,,,,88.0,68.0
bics,bics_l5,#N/A N/A,ICT,30.0,45.0,41.0,,37.0,44.0,39.0,68.0,40.0,48.0,42.0
bics,bics_l5,#N/A N/A,IDV,94.0,,100.0,99.0,100.0,,,,97.0,100.0,
bics,bics_l5,#N/A N/A,IFS,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0
bics,bics_l5,#N/A N/A,IHK,43.0,42.0,46.0,,54.0,69.0,66.0,58.0,,,
bics,bics_l5,#N/A N/A,ILS,,,35.0,59.0,31.0,32.0,30.0,57.0,49.0,45.0,31.0
bics,bics_l5,#N/A N/A,INC,79.0,67.0,75.0,79.0,71.0,81.0,74.0,76.0,80.0,66.0,
bics,bics_l5,#N/A N/A,INN,73.0,71.0,78.0,81.0,78.0,93.0,76.0,66.0,78.0,56.0,76.0
bics,bics_l5,#N/A N/A,IST,91.0,65.0,75.0,69.0,92.0,53.0,66.0,,,,
bics,bics_l5,#N/A N/A,ITA,46.0,72.0,74.0,43.0,53.0,83.0,67.0,42.0,73.0,68.0,81.0
bics,bics_l5,#N/A N/A,ITC,38.0,53.0,66.0,48.0,34.0,46.0,34.0,71.0,29.0,50.0,49.0
bics,bics_l5,#N/A N/A,ITQ,30.0,41.0,35.0,37.0,33.0,39.0,36.0,38.0,41.0,34.0,35.0
bics,bics_l5,#N/A N/A,ITS,37.0,38.0,40.0,53.0,42.0,46.0,47.0,47.0,54.0,46.0,57.0
bics,bics_l5,#N/A N/A,KBC,83.0,67.0,78.0,77.0,73.0,96.0,68.0,84.0,68.0,52.0,48.0
bics,bics_l5,#N/A N/A,KDH,100.0,97.0,99.0,100.0,93.0,100.0,98.0,,,,
bics,bics_l5,#N/A N/A,KDM,74.0,79.0,,,54.0,82.0,,,,,
bics,bics_l5,#N/A N/A,KGM,73.0,53.0,55.0,23.0,43.0,48.0,55.0,49.0,59.0,69.0,55.0
bics,bics_l5,#N/A N/A,KHD,,,,66.0,,,,,,,
bics,bics_l5,#N/A N/A,KHP,47.0,52.0,50.0,48.0,38.0,40.0,85.0,57.0,56.0,30.0,32.0
bics,bics_l5,#N/A N/A,KHS,54.0,38.0,46.0,51.0,41.0,39.0,27.0,39.0,48.0,43.0,40.0
bics,bics_l5,#N/A N/A,KLF,88.0,91.0,82.0,79.0,85.0,99.0,88.0,76.0,83.0,69.0,71.0
bics,bics_l5,#N/A N/A,KMR,35.0,38.0,49.0,37.0,35.0,36.0,39.0,17.0,36.0,25.0,29.0
bics,bics_l5,#N/A N/A,KOS,64.0,61.0,69.0,79.0,70.0,71.0,69.0,62.0,65.0,59.0,62.0
bics,bics_l5,#N/A N/A,KPF,,55.0,53.0,47.0,,40.0,51.0,82.0,,,6.0
bics,bics_l5,#N/A N/A,KSD,66.0,74.0,78.0,,,,,,,77.0,
bics,bics_l5,#N/A N/A,KSH,38.0,,,,41.0,,,,,,
bics,bics_l5,#N/A N/A,KSV,26.0,24.0,9.0,21.0,11.0,23.0,21.0,11.0,23.0,17.0,25.0
bics,bics_l5,#N/A N/A,KTC,68.0,51.0,39.0,39.0,47.0,47.0,44.0,40.0,56.0,54.0,45.0
bics,bics_l5,#N/A N/A,KTL,,61.0,,,,64.0,,,,55.0,
bics,bics_l5,#N/A N/A,KTT,68.0,49.0,40.0,82.0,,,,,,,
bics,bics_l5,#N/A N/A,KVC,31.0,32.0,31.0,34.0,34.0,34.0,32.0,24.0,22.0,22.0,24.0
bics,bics_l5,#N/A N/A,L14,92.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,93.0,93.0
bics,bics_l5,#N/A N/A,L18,26.0,34.0,38.0,12.0,33.0,12.0,42.0,27.0,27.0,29.0,23.0
bics,bics_l5,#N/A N/A,L43,21.0,20.0,20.0,1.0,17.0,20.0,20.0,11.0,36.0,43.0,49.0
bics,bics_l5,#N/A N/A,L44,14.0,19.0,,,,,,,,,
bics,bics_l5,#N/A N/A,L61,31.0,34.0,34.0,39.0,30.0,29.0,37.0,28.0,30.0,32.0,33.0
bics,bics_l5,#N/A N/A,LCD,28.0,28.0,26.0,34.0,29.0,37.0,24.0,28.0,47.0,30.0,27.0
bics,bics_l5,#N/A N/A,LCG,30.0,34.0,35.0,45.0,40.0,43.0,41.0,30.0,29.0,45.0,40.0
bics,bics_l5,#N/A N/A,LDG,50.0,64.0,89.0,93.0,79.0,78.0,87.0,79.0,58.0,44.0,50.0
bics,bics_l5,#N/A N/A,LEC,32.0,25.0,29.0,22.0,35.0,29.0,28.0,22.0,24.0,18.0,29.0
bics,bics_l5,#N/A N/A,LM7,32.0,33.0,34.0,34.0,25.0,29.0,25.0,36.0,29.0,27.0,32.0
bics,bics_l5,#N/A N/A,LM8,32.0,34.0,36.0,40.0,38.0,35.0,32.0,29.0,29.0,29.0,32.0
bics,bics_l5,#N/A N/A,LMH,,69.0,51.0,60.0,49.0,64.0,45.0,40.0,35.0,23.0,31.0
bics,bics_l5,#N/A N/A,LUT,15.0,28.0,23.0,25.0,19.0,16.0,18.0,10.0,18.0,30.0,34.0
bics,bics_l5,#N/A N/A,LWS,72.0,76.0,81.0,71.0,81.0,97.0,97.0,74.0,92.0,76.0,92.0
bics,bics_l5,#N/A N/A,MCG,16.0,0.0,11.0,18.0,25.0,25.0,24.0,31.0,19.0,15.0,11.0
bics,bics_l5,#N/A N/A,MCO,,,,36.0,34.0,36.0,39.0,45.0,38.0,40.0,47.0
bics,bics_l5,#N/A N/A,MEC,12.0,16.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,32.0,
bics,bics_l5,#N/A N/A,MEG,55.0,59.0,45.0,70.0,65.0,46.0,45.0,46.0,49.0,36.0,47.0
bics,bics_l5,#N/A N/A,MEL,40.0,39.0,34.0,43.0,40.0,42.0,42.0,40.0,37.0,40.0,38.0
bics,bics_l5,#N/A N/A,MH3,,,,,,100.0,99.0,,,,100.0
bics,bics_l5,#N/A N/A,MHC,90.0,,88.0,62.0,62.0,,66.0,80.0,64.0,,
bics,bics_l5,#N/A N/A,MHL,45.0,37.0,31.0,44.0,29.0,39.0,43.0,29.0,29.0,54.0,37.0
bics,bics_l5,#N/A N/A,MIE,33.0,33.0,31.0,36.0,33.0,36.0,33.0,32.0,34.0,30.0,30.0
bics,bics_l5,#N/A N/A,MLS,11.0,43.0,50.0,48.0,,,,,,,
bics,bics_l5,#N/A N/A,MPT,,42.0,47.0,94.0,58.0,59.0,72.0,55.0,72.0,,54.0
bics,bics_l5,#N/A N/A,MSN,48.0,78.0,49.0,56.0,53.0,57.0,68.0,41.0,23.0,25.0,30.0
bics,bics_l5,#N/A N/A,MSR,31.0,,22.0,51.0,34.0,20.0,43.0,4.0,,0.0,43.0
bics,bics_l5,#N/A N/A,MST,,,,,,,65.0,57.0,55.0,21.0,34.0
bics,bics_l5,#N/A N/A,MTA,28.0,29.0,37.0,,20.0,18.0,16.0,32.0,67.0,55.0,63.0
bics,bics_l5,#N/A N/A,MVN,,,21.0,41.0,27.0,22.0,33.0,48.0,43.0,48.0,42.0
bics,bics_l5,#N/A N/A,NAG,37.0,44.0,38.0,39.0,44.0,52.0,45.0,34.0,47.0,46.0,40.0
bics,bics_l5,#N/A N/A,NBB,40.0,41.0,50.0,56.0,55.0,,,35.0,42.0,,61.0
bics,bics_l5,#N/A N/A,NBP,,,,,,,,54.0,66.0,85.0,44.0
bics,bics_l5,#N/A N/A,NBT,83.0,87.0,87.0,94.0,100.0,100.0,100.0,96.0,100.0,90.0,100.0
bics,bics_l5,#N/A N/A,ND2,44.0,51.0,85.0,67.0,30.0,44.0,89.0,49.0,5.0,54.0,73.0
bics,bics_l5,#N/A N/A,NDT,13.0,0.0,28.0,15.0,10.0,2.0,18.0,0.0,0.0,15.0,0.0
bics,bics_l5,#N/A N/A,NDX,55.0,57.0,57.0,55.0,41.0,77.0,60.0,36.0,43.0,39.0,40.0
bics,bics_l5,#N/A N/A,NHT,,100.0,,,,,,,58.0,40.0,61.0
bics,bics_l5,#N/A N/A,NLG,85.0,100.0,100.0,89.0,87.0,97.0,95.0,100.0,95.0,77.0,63.0
