standard,level,industry,ticker,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4
bics,bics_l3,Steel,KMT,75.0,68.0,66.0,80.0,65.0,75.0,64.0,78.0,65.0,77.0,60.0,82.0
bics,bics_l3,Steel,KVC,56.0,48.0,51.0,68.0,49.0,61.0,47.0,49.0,49.0,49.0,49.0,63.0
bics,bics_l3,Steel,MEL,55.0,41.0,47.0,52.0,47.0,60.0,48.0,61.0,52.0,59.0,47.0,76.0
bics,bics_l3,Steel,NKG,65.0,47.0,48.0,62.0,63.0,67.0,51.0,75.0,60.0,63.0,56.0,77.0
bics,bics_l3,Steel,PAS,,,,96.0,70.0,80.0,65.0,81.0,59.0,82.0,51.0,57.0
bics,bics_l3,Steel,POM,69.0,62.0,52.0,40.0,48.0,46.0,36.0,43.0,38.0,44.0,38.0,45.0
bics,bics_l3,Steel,SDK,,,93.0,87.0,86.0,90.0,78.0,77.0,,,,
bics,bics_l3,Steel,SSM,32.0,62.0,77.0,49.0,46.0,60.0,80.0,65.0,59.0,68.0,75.0,82.0
bics,bics_l3,Steel,TDS,100.0,,95.0,100.0,100.0,95.0,87.0,100.0,100.0,,,
bics,bics_l3,Steel,TLH,73.0,70.0,74.0,72.0,78.0,72.0,56.0,49.0,57.0,66.0,58.0,85.0
bics,bics_l3,Steel,TNB,70.0,79.0,81.0,79.0,83.0,79.0,49.0,84.0,74.0,89.0,,
bics,bics_l3,Steel,TNI,71.0,74.0,73.0,78.0,77.0,80.0,77.0,82.0,76.0,83.0,67.0,83.0
bics,bics_l3,Steel,TNS,51.0,51.0,39.0,34.0,34.0,49.0,41.0,75.0,71.0,75.0,62.0,57.0
bics,bics_l3,Steel,TTB,74.0,78.0,53.0,47.0,80.0,80.0,69.0,66.0,50.0,55.0,52.0,47.0
bics,bics_l3,Steel,TTS,65.0,43.0,42.0,50.0,47.0,60.0,46.0,77.0,68.0,72.0,50.0,55.0
bics,bics_l3,Steel,TVN,77.0,84.0,70.0,84.0,79.0,86.0,51.0,88.0,47.0,75.0,48.0,52.0
bics,bics_l3,Steel,VCA,100.0,98.0,76.0,83.0,89.0,88.0,59.0,89.0,90.0,99.0,93.0,100.0
bics,bics_l3,Steel,VIS,51.0,55.0,39.0,43.0,45.0,51.0,46.0,75.0,60.0,77.0,56.0,65.0
bics,bics_l3,Technology Hardware,BM_,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
bics,bics_l3,Technology Hardware,FRT,75.0,83.0,88.0,78.0,77.0,87.0,85.0,72.0,67.0,82.0,75.0,59.0
bics,bics_l3,Technology Hardware,LGC,52.0,51.0,48.0,44.0,37.0,57.0,42.0,47.0,51.0,47.0,47.0,38.0
bics,bics_l3,Technology Hardware,NAG,53.0,43.0,34.0,49.0,37.0,62.0,38.0,45.0,45.0,78.0,40.0,37.0
bics,bics_l3,Technology Hardware,PMT,,57.0,40.0,49.0,,,,,,,,
bics,bics_l3,Technology Hardware,POT,27.0,28.0,34.0,36.0,30.0,40.0,27.0,36.0,26.0,30.0,31.0,34.0
bics,bics_l3,Technology Hardware,PSD,80.0,73.0,79.0,76.0,74.0,76.0,88.0,73.0,68.0,79.0,96.0,78.0
bics,bics_l3,Technology Hardware,UNI,,,,,,66.0,44.0,71.0,,,45.0,41.0
bics,bics_l3,Technology Hardware,VEC,74.0,47.0,81.0,67.0,53.0,67.0,58.0,92.0,73.0,49.0,83.0,68.0
bics,bics_l3,Technology Hardware,VTB,50.0,45.0,70.0,,51.0,74.0,81.0,84.0,79.0,81.0,91.0,85.0
bics,bics_l3,Technology Hardware,VTC,40.0,33.0,62.0,53.0,35.0,35.0,66.0,94.0,45.0,33.0,49.0,55.0
bics,bics_l3,Technology Services,BM_,6.0,9.0,0.0,13.0,0.0,6.0,10.0,5.0,16.0,14.0,10.0,2.0
bics,bics_l3,Technology Services,CMG,47.0,58.0,40.0,45.0,81.0,54.0,52.0,72.0,81.0,49.0,48.0,50.0
bics,bics_l3,Technology Services,CTR,83.0,,,,,,,,,,75.0,59.0
bics,bics_l3,Technology Services,FPT,74.0,79.0,75.0,51.0,84.0,61.0,75.0,82.0,87.0,75.0,61.0,57.0
bics,bics_l3,Technology Services,KST,70.0,74.0,50.0,85.0,,,,,,,,
bics,bics_l3,Technology Services,SBD,,,,,48.0,,,,,,,
bics,bics_l3,Technology Services,SGT,46.0,46.0,30.0,75.0,71.0,47.0,28.0,18.0,50.0,37.0,31.0,38.0
bics,bics_l3,Technology Services,TST,39.0,36.0,32.0,32.0,46.0,44.0,40.0,43.0,30.0,29.0,36.0,38.0
bics,bics_l3,Technology Services,TTN,63.0,79.0,38.0,69.0,67.0,75.0,63.0,50.0,72.0,62.0,62.0,75.0
bics,bics_l3,Telecommunications,ABC,75.0,,79.0,75.0,94.0,54.0,,57.0,75.0,99.0,87.0,90.0
bics,bics_l3,Telecommunications,BM_,0.0,17.0,7.0,18.0,14.0,0.0,3.0,6.0,5.0,0.0,25.0,0.0
bics,bics_l3,Telecommunications,CMT,48.0,62.0,48.0,81.0,,,,,,,,
bics,bics_l3,Telecommunications,FOX,57.0,75.0,75.0,56.0,50.0,49.0,50.0,43.0,35.0,50.0,78.0,83.0
bics,bics_l3,Telecommunications,ONE,51.0,48.0,65.0,60.0,45.0,53.0,46.0,53.0,37.0,43.0,46.0,77.0
bics,bics_l3,Telecommunications,SRA,41.0,,,,,75.0,75.0,75.0,50.0,44.0,79.0,47.0
bics,bics_l3,Telecommunications,VGI,19.0,30.0,36.0,30.0,30.0,27.0,16.0,27.0,25.0,35.0,54.0,42.0
bics,bics_l3,Transportation & Logistics,ACV,76.0,78.0,78.0,86.0,100.0,80.0,100.0,100.0,93.0,48.0,60.0,71.0
bics,bics_l3,Transportation & Logistics,ASG,,82.0,,90.0,97.0,88.0,95.0,73.0,68.0,73.0,59.0,70.0
bics,bics_l3,Transportation & Logistics,AST,100.0,87.0,100.0,100.0,100.0,100.0,,100.0,100.0,81.0,66.0,64.0
bics,bics_l3,Transportation & Logistics,BM_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bics,bics_l3,Transportation & Logistics,BSG,37.0,37.0,36.0,39.0,35.0,49.0,34.0,41.0,31.0,25.0,51.0,66.0
bics,bics_l3,Transportation & Logistics,CAG,76.0,81.0,80.0,86.0,87.0,89.0,,,,,,
bics,bics_l3,Transportation & Logistics,CCR,66.0,57.0,66.0,66.0,57.0,66.0,80.0,82.0,81.0,76.0,71.0,79.0
bics,bics_l3,Transportation & Logistics,CCT,28.0,28.0,46.0,32.0,34.0,42.0,47.0,86.0,57.0,44.0,49.0,54.0
bics,bics_l3,Transportation & Logistics,CIA,100.0,79.0,76.0,49.0,67.0,73.0,79.0,78.0,73.0,43.0,43.0,43.0
bics,bics_l3,Transportation & Logistics,CLL,,,,,,,,98.0,100.0,100.0,100.0,100.0
bics,bics_l3,Transportation & Logistics,CMP,,,,,76.0,48.0,40.0,52.0,50.0,37.0,49.0,43.0
bics,bics_l3,Transportation & Logistics,CPI,60.0,,,,33.0,,42.0,,,,,
bics,bics_l3,Transportation & Logistics,CTI,40.0,30.0,52.0,37.0,27.0,35.0,25.0,32.0,33.0,35.0,35.0,29.0
bics,bics_l3,Transportation & Logistics,DDM,24.0,21.0,34.0,29.0,36.0,36.0,29.0,35.0,40.0,31.0,37.0,26.0
bics,bics_l3,Transportation & Logistics,DL1,65.0,46.0,63.0,59.0,38.0,85.0,47.0,78.0,47.0,84.0,44.0,28.0
bics,bics_l3,Transportation & Logistics,DS3,,,,65.0,,58.0,44.0,43.0,76.0,75.0,51.0,35.0
bics,bics_l3,Transportation & Logistics,DVP,100.0,100.0,100.0,,,,,,,,,
bics,bics_l3,Transportation & Logistics,GIC,,,,,,,,,76.0,96.0,81.0,82.0
bics,bics_l3,Transportation & Logistics,GMD,71.0,36.0,43.0,37.0,41.0,50.0,43.0,31.0,45.0,37.0,41.0,36.0
bics,bics_l3,Transportation & Logistics,GSP,,,77.0,69.0,100.0,82.0,46.0,67.0,73.0,87.0,80.0,76.0
bics,bics_l3,Transportation & Logistics,HAH,59.0,72.0,69.0,72.0,75.0,60.0,61.0,66.0,68.0,58.0,50.0,68.0
bics,bics_l3,Transportation & Logistics,HCT,,77.0,,,,,,,,,,
bics,bics_l3,Transportation & Logistics,HDO,37.0,27.0,25.0,21.0,,44.0,,74.0,,,,
bics,bics_l3,Transportation & Logistics,HHG,44.0,33.0,40.0,41.0,39.0,40.0,38.0,39.0,38.0,21.0,17.0,15.0
bics,bics_l3,Transportation & Logistics,HHV,,,,,,,,11.0,26.0,29.0,31.0,36.0
bics,bics_l3,Transportation & Logistics,HMH,,81.0,81.0,100.0,,91.0,,,,,,
bics,bics_l3,Transportation & Logistics,HRT,47.0,44.0,47.0,54.0,43.0,57.0,28.0,47.0,52.0,44.0,53.0,40.0
bics,bics_l3,Transportation & Logistics,HTI,52.0,46.0,57.0,72.0,76.0,63.0,75.0,74.0,77.0,80.0,76.0,76.0
bics,bics_l3,Transportation & Logistics,HVN,46.0,33.0,42.0,36.0,40.0,43.0,39.0,36.0,33.0,9.0,21.0,15.0
bics,bics_l3,Transportation & Logistics,ILS,,,34.0,43.0,22.0,31.0,22.0,37.0,39.0,43.0,37.0,50.0
bics,bics_l3,Transportation & Logistics,IST,73.0,43.0,68.0,71.0,57.0,45.0,43.0,,,,,
bics,bics_l3,Transportation & Logistics,MAS,51.0,57.0,60.0,55.0,78.0,77.0,91.0,67.0,47.0,33.0,27.0,45.0
bics,bics_l3,Transportation & Logistics,MHC,84.0,,85.0,79.0,85.0,,80.0,91.0,65.0,,,
bics,bics_l3,Transportation & Logistics,MVN,,,31.0,33.0,27.0,29.0,26.0,49.0,45.0,39.0,39.0,
bics,bics_l3,Transportation & Logistics,NAP,,,74.0,,,,,,,,,
bics,bics_l3,Transportation & Logistics,NCT,,,,,,100.0,100.0,,,,,
bics,bics_l3,Transportation & Logistics,NOS,28.0,27.0,42.0,36.0,31.0,39.0,30.0,38.0,,33.0,35.0,
bics,bics_l3,Transportation & Logistics,PCT,,58.0,,,,,,,,,,
bics,bics_l3,Transportation & Logistics,PDN,54.0,63.0,69.0,70.0,87.0,68.0,94.0,88.0,78.0,88.0,82.0,83.0
bics,bics_l3,Transportation & Logistics,PHP,74.0,69.0,83.0,77.0,91.0,80.0,95.0,84.0,85.0,92.0,92.0,87.0
bics,bics_l3,Transportation & Logistics,PJT,61.0,74.0,71.0,79.0,93.0,79.0,49.0,56.0,73.0,58.0,61.0,51.0
bics,bics_l3,Transportation & Logistics,PMS,52.0,47.0,50.0,47.0,71.0,66.0,85.0,75.0,89.0,88.0,71.0,69.0
bics,bics_l3,Transportation & Logistics,PNP,,,,,,,79.0,,,,,
bics,bics_l3,Transportation & Logistics,PQN,,,,,34.0,54.0,44.0,,,,,
bics,bics_l3,Transportation & Logistics,PRC,32.0,22.0,41.0,34.0,39.0,42.0,31.0,36.0,43.0,40.0,38.0,34.0
bics,bics_l3,Transportation & Logistics,PSP,42.0,30.0,40.0,48.0,38.0,48.0,39.0,58.0,55.0,47.0,51.0,55.0
bics,bics_l3,Transportation & Logistics,PTS,54.0,45.0,55.0,48.0,48.0,47.0,40.0,48.0,65.0,40.0,48.0,41.0
bics,bics_l3,Transportation & Logistics,PVP,60.0,51.0,48.0,73.0,64.0,55.0,46.0,74.0,56.0,47.0,66.0,81.0
bics,bics_l3,Transportation & Logistics,PVT,60.0,53.0,52.0,63.0,48.0,62.0,45.0,68.0,56.0,63.0,60.0,75.0
bics,bics_l3,Transportation & Logistics,PVY,41.0,26.0,33.0,30.0,32.0,34.0,28.0,31.0,32.0,29.0,27.0,27.0
bics,bics_l3,Transportation & Logistics,SAS,91.0,,,94.0,100.0,95.0,94.0,94.0,74.0,82.0,69.0,82.0
bics,bics_l3,Transportation & Logistics,SCS,100.0,,,,,,,,,,,
bics,bics_l3,Transportation & Logistics,SFI,,73.0,,,,,,85.0,,100.0,100.0,100.0
bics,bics_l3,Transportation & Logistics,SGP,37.0,35.0,51.0,55.0,67.0,61.0,44.0,64.0,71.0,79.0,69.0,76.0
bics,bics_l3,Transportation & Logistics,SGS,93.0,92.0,89.0,100.0,100.0,91.0,97.0,100.0,,,,
bics,bics_l3,Transportation & Logistics,SRT,39.0,44.0,49.0,43.0,39.0,54.0,41.0,41.0,42.0,34.0,37.0,23.0
bics,bics_l3,Transportation & Logistics,STG,57.0,45.0,58.0,59.0,72.0,74.0,79.0,77.0,57.0,47.0,77.0,70.0
bics,bics_l3,Transportation & Logistics,STT,18.0,,,,,,,,,,,
bics,bics_l3,Transportation & Logistics,SWC,83.0,85.0,81.0,98.0,92.0,87.0,100.0,82.0,94.0,78.0,91.0,95.0
bics,bics_l3,Transportation & Logistics,TCL,75.0,82.0,81.0,89.0,91.0,80.0,100.0,94.0,87.0,97.0,82.0,93.0
bics,bics_l3,Transportation & Logistics,TCO,87.0,83.0,,,,,,,,,,
bics,bics_l3,Transportation & Logistics,TCW,63.0,59.0,72.0,81.0,88.0,86.0,95.0,86.0,90.0,97.0,96.0,76.0
bics,bics_l3,Transportation & Logistics,TJC,46.0,57.0,63.0,84.0,45.0,62.0,34.0,84.0,85.0,96.0,,
bics,bics_l3,Transportation & Logistics,TMS,66.0,54.0,66.0,61.0,49.0,72.0,78.0,82.0,71.0,82.0,75.0,79.0
bics,bics_l3,Transportation & Logistics,TTT,,,91.0,,,,,,100.0,,,
bics,bics_l3,Transportation & Logistics,TTZ,43.0,50.0,90.0,25.0,45.0,42.0,37.0,38.0,38.0,44.0,32.0,
bics,bics_l3,Transportation & Logistics,VFC,40.0,39.0,48.0,42.0,37.0,51.0,40.0,55.0,55.0,47.0,53.0,47.0
bics,bics_l3,Transportation & Logistics,VFR,51.0,33.0,33.0,29.0,45.0,30.0,27.0,36.0,33.0,35.0,36.0,49.0
bics,bics_l3,Transportation & Logistics,VGP,64.0,49.0,64.0,58.0,77.0,70.0,60.0,76.0,79.0,75.0,76.0,73.0
bics,bics_l3,Transportation & Logistics,VGR,47.0,53.0,58.0,75.0,51.0,67.0,81.0,100.0,91.0,100.0,90.0,
bics,bics_l3,Transportation & Logistics,VIN,,,,,100.0,,,,,,,
bics,bics_l3,Transportation & Logistics,VIP,69.0,60.0,61.0,75.0,47.0,56.0,95.0,89.0,70.0,100.0,84.0,46.0
bics,bics_l3,Transportation & Logistics,VJC,76.0,47.0,73.0,95.0,89.0,55.0,80.0,56.0,37.0,56.0,23.0,53.0
bics,bics_l3,Transportation & Logistics,VLG,,77.0,,,,,,,,,,
bics,bics_l3,Transportation & Logistics,VMS,,,,,,,,80.0,,,,
bics,bics_l3,Transportation & Logistics,VNA,44.0,47.0,53.0,53.0,75.0,39.0,36.0,39.0,35.0,41.0,32.0,33.0
bics,bics_l3,Transportation & Logistics,VOS,25.0,21.0,29.0,42.0,19.0,32.0,14.0,72.0,27.0,17.0,27.0,
bics,bics_l3,Transportation & Logistics,VPA,36.0,29.0,42.0,37.0,33.0,41.0,32.0,42.0,54.0,53.0,44.0,45.0
bics,bics_l3,Transportation & Logistics,VPG,50.0,46.0,65.0,47.0,43.0,54.0,37.0,52.0,56.0,44.0,63.0,96.0
bics,bics_l3,Transportation & Logistics,VSA,63.0,83.0,65.0,89.0,,,,,,,,
bics,bics_l3,Transportation & Logistics,VSC,62.0,67.0,68.0,88.0,81.0,68.0,95.0,100.0,91.0,100.0,,
bics,bics_l3,Transportation & Logistics,VSM,80.0,62.0,76.0,89.0,79.0,73.0,98.0,83.0,78.0,97.0,78.0,99.0
bics,bics_l3,Transportation & Logistics,VTO,59.0,47.0,64.0,76.0,49.0,66.0,77.0,75.0,58.0,65.0,67.0,75.0
bics,bics_l3,Transportation & Logistics,VTP,87.0,76.0,76.0,93.0,86.0,74.0,91.0,100.0,85.0,100.0,87.0,84.0
bics,bics_l3,Transportation & Logistics,VTX,57.0,41.0,68.0,82.0,72.0,63.0,79.0,70.0,40.0,41.0,72.0,90.0
bics,bics_l3,Transportation & Logistics,WCS,,,,,,99.0,,,,,100.0,
bics,bics_l3,Transportation & Logistics,WTC,,,,,,,,100.0,,,,
bics,bics_l3,Wholesale - Consumer Staples,BM_,7.0,0.0,1.0,4.0,0.0,1.0,14.0,19.0,6.0,3.0,0.0,18.0
bics,bics_l3,Wholesale - Consumer Staples,CLX,93.0,87.0,82.0,85.0,91.0,81.0,78.0,80.0,75.0,84.0,81.0,79.0
bics,bics_l3,Wholesale - Consumer Staples,FCS,48.0,42.0,43.0,57.0,46.0,43.0,48.0,49.0,44.0,42.0,45.0,50.0
bics,bics_l3,Wholesale - Consumer Staples,HVG,34.0,33.0,53.0,40.0,33.0,19.0,28.0,29.0,,,,
bics,bics_l3,Wholesale - Consumer Staples,MPC,89.0,48.0,51.0,73.0,82.0,51.0,76.0,64.0,51.0,48.0,75.0,68.0
bics,bics_l3,Wholesale - Consumer Staples,TSC,78.0,62.0,57.0,53.0,54.0,71.0,74.0,51.0,47.0,51.0,67.0,
bics,bics_l3,Wholesale - Consumer Staples,VHF,75.0,79.0,91.0,81.0,50.0,49.0,72.0,82.0,63.0,76.0,88.0,84.0
bics,bics_l3,Wholesale - Consumer Staples,VSF,,,,,34.0,39.0,45.0,,,,,
bics,bics_l3,Wholesale - Consumer Staples,VTL,49.0,70.0,28.0,39.0,73.0,26.0,34.0,48.0,26.0,21.0,47.0,29.0
bics,bics_l3,Wholesale - Discretionary,AFX,44.0,60.0,78.0,64.0,42.0,88.0,78.0,63.0,59.0,100.0,84.0,100.0
bics,bics_l3,Wholesale - Discretionary,AGM,87.0,74.0,89.0,89.0,59.0,90.0,88.0,89.0,56.0,83.0,80.0,94.0
bics,bics_l3,Wholesale - Discretionary,BM_,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bics,bics_l3,Wholesale - Discretionary,CCA,,,,,,,41.0,38.0,44.0,51.0,39.0,41.0
bics,bics_l3,Wholesale - Discretionary,CCL,79.0,79.0,85.0,63.0,65.0,80.0,92.0,52.0,75.0,73.0,73.0,90.0
bics,bics_l3,Wholesale - Discretionary,CMV,89.0,77.0,90.0,77.0,73.0,82.0,84.0,76.0,76.0,82.0,83.0,84.0
bics,bics_l3,Wholesale - Discretionary,DIC,39.0,44.0,45.0,48.0,38.0,47.0,49.0,33.0,28.0,60.0,,
bics,bics_l3,Wholesale - Discretionary,HHS,,,,,,,,,96.0,,,
bics,bics_l3,Wholesale - Discretionary,HTM,,,69.0,53.0,38.0,49.0,71.0,84.0,55.0,64.0,56.0,44.0
bics,bics_l3,Wholesale - Discretionary,KGM,90.0,48.0,49.0,47.0,40.0,64.0,59.0,48.0,55.0,88.0,55.0,85.0
bics,bics_l3,Wholesale - Discretionary,MEG,98.0,76.0,76.0,84.0,88.0,74.0,76.0,82.0,63.0,71.0,75.0,78.0
bics,bics_l3,Wholesale - Discretionary,PEG,,,,,36.0,69.0,,42.0,43.0,57.0,31.0,36.0
bics,bics_l3,Wholesale - Discretionary,PET,76.0,59.0,77.0,55.0,59.0,69.0,81.0,48.0,60.0,65.0,85.0,48.0
bics,bics_l3,Wholesale - Discretionary,QBS,46.0,49.0,47.0,62.0,41.0,46.0,44.0,43.0,48.0,56.0,36.0,41.0
bics,bics_l3,Wholesale - Discretionary,SHN,77.0,44.0,48.0,52.0,43.0,55.0,76.0,63.0,49.0,93.0,52.0,34.0
bics,bics_l3,Wholesale - Discretionary,SMC,79.0,78.0,84.0,58.0,48.0,67.0,78.0,59.0,61.0,74.0,82.0,85.0
bics,bics_l3,Wholesale - Discretionary,SVC,79.0,73.0,85.0,75.0,65.0,52.0,73.0,66.0,52.0,65.0,80.0,94.0
bics,bics_l3,Wholesale - Discretionary,TDH,76.0,52.0,42.0,55.0,38.0,76.0,47.0,44.0,33.0,45.0,36.0,45.0
bics,bics_l3,Wholesale - Discretionary,TH1,37.0,38.0,44.0,39.0,29.0,40.0,43.0,37.0,47.0,61.0,54.0,44.0
bics,bics_l3,Wholesale - Discretionary,TNA,100.0,78.0,81.0,61.0,68.0,77.0,96.0,78.0,61.0,73.0,77.0,70.0
bics,bics_l3,Wholesale - Discretionary,TOP,,81.0,97.0,,,,,,,,,
bics,bics_l3,Wholesale - Discretionary,TTH,81.0,94.0,100.0,99.0,82.0,97.0,99.0,100.0,57.0,71.0,70.0,48.0
bics,bics_l4,Agricultural Chemicals,ABS,,,,,65.0,68.0,75.0,76.0,47.0,46.0,55.0,84.0
bics,bics_l4,Agricultural Chemicals,BFC,52.0,55.0,77.0,66.0,45.0,53.0,79.0,59.0,34.0,45.0,47.0,51.0
bics,bics_l4,Agricultural Chemicals,BM_,8.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bics,bics_l4,Agricultural Chemicals,CPC,74.0,67.0,92.0,75.0,86.0,73.0,79.0,82.0,70.0,64.0,75.0,86.0
bics,bics_l4,Agricultural Chemicals,DCM,65.0,60.0,77.0,75.0,63.0,62.0,45.0,72.0,49.0,62.0,91.0,89.0
bics,bics_l4,Agricultural Chemicals,DDV,58.0,65.0,65.0,77.0,51.0,36.0,39.0,44.0,43.0,31.0,74.0,91.0
bics,bics_l4,Agricultural Chemicals,DHB,40.0,38.0,38.0,39.0,38.0,54.0,40.0,47.0,36.0,34.0,37.0,43.0
bics,bics_l4,Agricultural Chemicals,DPM,72.0,60.0,92.0,89.0,72.0,77.0,97.0,82.0,67.0,67.0,95.0,82.0
bics,bics_l4,Agricultural Chemicals,HAI,52.0,50.0,70.0,82.0,56.0,66.0,63.0,53.0,36.0,38.0,42.0,59.0
bics,bics_l4,Agricultural Chemicals,LAS,52.0,45.0,47.0,49.0,41.0,41.0,37.0,37.0,33.0,36.0,48.0,68.0
bics,bics_l4,Agricultural Chemicals,LTG,47.0,49.0,47.0,78.0,47.0,66.0,71.0,48.0,31.0,48.0,47.0,73.0
bics,bics_l4,Agricultural Chemicals,NFC,87.0,83.0,79.0,77.0,89.0,100.0,93.0,68.0,97.0,89.0,97.0,79.0
bics,bics_l4,Agricultural Chemicals,NSC,75.0,61.0,82.0,100.0,75.0,75.0,85.0,81.0,42.0,54.0,46.0,82.0
bics,bics_l4,Agricultural Chemicals,PCE,,,,94.0,75.0,,,,83.0,,,
bics,bics_l4,Agricultural Chemicals,PSE,,,,,,,,,85.0,,92.0,
bics,bics_l4,Agricultural Chemicals,PSW,,,,,,,100.0,,89.0,78.0,,
bics,bics_l4,Agricultural Chemicals,SFG,56.0,53.0,62.0,53.0,50.0,53.0,36.0,57.0,32.0,38.0,33.0,46.0
bics,bics_l4,Agricultural Chemicals,SJF,53.0,54.0,68.0,49.0,52.0,49.0,39.0,33.0,34.0,16.0,27.0,45.0
bics,bics_l4,Agricultural Chemicals,VFG,58.0,52.0,76.0,77.0,56.0,82.0,97.0,59.0,54.0,50.0,96.0,79.0
bics,bics_l4,Agricultural Chemicals,VPS,53.0,54.0,75.0,79.0,55.0,67.0,49.0,61.0,39.0,44.0,46.0,76.0
bics,bics_l4,Agricultural Producers,APF,51.0,93.0,47.0,46.0,57.0,41.0,38.0,54.0,45.0,46.0,79.0,73.0
bics,bics_l4,Agricultural Producers,ASM,66.0,90.0,77.0,51.0,66.0,44.0,47.0,30.0,31.0,42.0,45.0,23.0
bics,bics_l4,Agricultural Producers,AVF,50.0,47.0,49.0,48.0,60.0,48.0,46.0,38.0,37.0,40.0,79.0,
bics,bics_l4,Agricultural Producers,BM_,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
bics,bics_l4,Agricultural Producers,CMX,41.0,43.0,89.0,53.0,69.0,46.0,48.0,44.0,32.0,46.0,59.0,15.0
bics,bics_l4,Agricultural Producers,DBC,46.0,42.0,76.0,46.0,50.0,39.0,35.0,37.0,86.0,87.0,85.0,69.0
bics,bics_l4,Agricultural Producers,ILA,,,,,77.0,39.0,75.0,87.0,78.0,100.0,79.0,
bics,bics_l4,Agricultural Producers,KTS,56.0,47.0,62.0,65.0,49.0,41.0,27.0,28.0,18.0,44.0,48.0,24.0
bics,bics_l4,Agricultural Producers,LSS,48.0,49.0,47.0,49.0,55.0,75.0,40.0,34.0,45.0,48.0,46.0,34.0
bics,bics_l4,Agricultural Producers,MCF,56.0,85.0,85.0,74.0,67.0,48.0,73.0,60.0,44.0,98.0,88.0,65.0
bics,bics_l4,Agricultural Producers,MLS,39.0,47.0,77.0,51.0,,,,,,,,
bics,bics_l4,Agricultural Producers,MPT,59.0,83.0,79.0,83.0,72.0,83.0,84.0,45.0,83.0,,76.0,64.0
bics,bics_l4,Agricultural Producers,MTA,48.0,40.0,47.0,,47.0,28.0,31.0,31.0,48.0,48.0,67.0,
bics,bics_l4,Agricultural Producers,PRT,,,,,,,,,36.0,75.0,76.0,58.0
bics,bics_l4,Agricultural Producers,SBT,43.0,42.0,44.0,39.0,50.0,31.0,38.0,16.0,27.0,43.0,45.0,18.0
bics,bics_l4,Agricultural Producers,SEA,68.0,82.0,87.0,,80.0,100.0,,59.0,60.0,92.0,82.0,75.0
bics,bics_l4,Agricultural Producers,SLS,68.0,47.0,80.0,57.0,49.0,48.0,48.0,39.0,72.0,90.0,77.0,80.0
bics,bics_l4,Agricultural Producers,TAC,80.0,94.0,86.0,75.0,73.0,89.0,90.0,86.0,88.0,96.0,91.0,71.0
bics,bics_l4,Agricultural Producers,TAR,,,75.0,54.0,55.0,42.0,48.0,42.0,68.0,80.0,75.0,64.0
bics,bics_l4,Agricultural Producers,TGG,71.0,100.0,86.0,75.0,75.0,88.0,74.0,48.0,41.0,45.0,48.0,45.0
bics,bics_l4,Agricultural Producers,VDL,74.0,100.0,85.0,91.0,79.0,98.0,87.0,85.0,49.0,96.0,85.0,100.0
bics,bics_l4,Agricultural Producers,VLC,94.0,,,,84.0,,,,,,,
bics,bics_l4,Agricultural Producers,VOC,76.0,96.0,91.0,73.0,78.0,93.0,86.0,88.0,100.0,99.0,93.0,100.0
bics,bics_l4,Agricultural Producers,VSN,77.0,89.0,91.0,72.0,86.0,100.0,96.0,68.0,100.0,80.0,84.0,70.0
bics,bics_l4,Alcoholic Beverages,BHN,62.0,57.0,56.0,65.0,50.0,54.0,50.0,46.0,56.0,64.0,49.0,64.0
bics,bics_l4,Alcoholic Beverages,BM_,0.0,13.0,0.0,18.0,4.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0
bics,bics_l4,Alcoholic Beverages,BQB,50.0,,60.0,,,,,,,,,
bics,bics_l4,Alcoholic Beverages,BSH,84.0,69.0,65.0,51.0,73.0,76.0,78.0,80.0,,62.0,78.0,66.0
bics,bics_l4,Alcoholic Beverages,BSL,47.0,46.0,39.0,45.0,47.0,48.0,36.0,41.0,47.0,46.0,32.0,52.0
bics,bics_l4,Alcoholic Beverages,BSP,64.0,65.0,49.0,62.0,82.0,42.0,75.0,47.0,62.0,57.0,31.0,36.0
bics,bics_l4,Alcoholic Beverages,BSQ,50.0,50.0,64.0,71.0,77.0,56.0,44.0,47.0,54.0,65.0,36.0,55.0
bics,bics_l4,Alcoholic Beverages,BTB,29.0,33.0,38.0,29.0,22.0,24.0,,,,,,
bics,bics_l4,Alcoholic Beverages,HBH,41.0,30.0,33.0,60.0,39.0,35.0,34.0,36.0,31.0,34.0,37.0,43.0
bics,bics_l4,Alcoholic Beverages,SAB,100.0,93.0,100.0,99.0,100.0,93.0,100.0,96.0,98.0,89.0,93.0,100.0
bics,bics_l4,Alcoholic Beverages,SBL,72.0,45.0,47.0,47.0,35.0,40.0,37.0,33.0,42.0,32.0,23.0,42.0
