standard,level,industry,ticker,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4
bics,bics_l1,Communications,ABC,73.0,67.0,54.0,54.0,69.0,57.0,73.0,80.0,96.0,96.0,68.0,66.0
bics,bics_l1,Communications,ADG,,,,,,,,52.0,,,,88.0
bics,bics_l1,Communications,BDB,37.0,62.0,43.0,71.0,54.0,49.0,42.0,50.0,49.0,48.0,47.0,72.0
bics,bics_l1,Communications,BM_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bics,bics_l1,Communications,BST,53.0,52.0,51.0,47.0,54.0,48.0,62.0,57.0,49.0,45.0,64.0,76.0
bics,bics_l1,Communications,CAB,,,24.0,29.0,31.0,28.0,27.0,24.0,43.0,37.0,25.0,37.0
bics,bics_l1,Communications,CMT,55.0,46.0,40.0,85.0,,,,,,,,
bics,bics_l1,Communications,DAD,56.0,73.0,60.0,47.0,50.0,73.0,58.0,,47.0,71.0,71.0,68.0
bics,bics_l1,Communications,EBS,59.0,53.0,54.0,56.0,42.0,51.0,56.0,63.0,71.0,64.0,49.0,89.0
bics,bics_l1,Communications,ECI,67.0,67.0,62.0,91.0,58.0,72.0,62.0,81.0,76.0,83.0,63.0,86.0
bics,bics_l1,Communications,FOC,91.0,84.0,82.0,100.0,76.0,85.0,82.0,97.0,99.0,100.0,91.0,100.0
bics,bics_l1,Communications,FOX,67.0,46.0,48.0,40.0,56.0,42.0,46.0,49.0,76.0,63.0,44.0,57.0
bics,bics_l1,Communications,HEV,67.0,57.0,55.0,79.0,53.0,60.0,56.0,67.0,79.0,71.0,71.0,78.0
bics,bics_l1,Communications,KBE,51.0,43.0,63.0,41.0,,,,,,,,
bics,bics_l1,Communications,LBE,49.0,66.0,64.0,94.0,56.0,61.0,61.0,76.0,83.0,55.0,75.0,96.0
bics,bics_l1,Communications,ONE,46.0,40.0,41.0,46.0,53.0,45.0,41.0,60.0,60.0,47.0,35.0,59.0
bics,bics_l1,Communications,QST,37.0,32.0,32.0,46.0,36.0,29.0,32.0,49.0,36.0,44.0,27.0,54.0
bics,bics_l1,Communications,SED,65.0,59.0,49.0,37.0,52.0,51.0,42.0,35.0,47.0,44.0,58.0,44.0
bics,bics_l1,Communications,SMN,76.0,58.0,62.0,43.0,38.0,65.0,65.0,47.0,36.0,67.0,67.0,61.0
bics,bics_l1,Communications,SRA,38.0,84.0,95.0,100.0,82.0,71.0,74.0,93.0,93.0,50.0,60.0,70.0
bics,bics_l1,Communications,VGI,41.0,36.0,34.0,35.0,46.0,44.0,39.0,42.0,68.0,46.0,45.0,43.0
bics,bics_l1,Communications,VNB,82.0,75.0,73.0,100.0,73.0,75.0,76.0,86.0,90.0,89.0,81.0,86.0
bics,bics_l1,Communications,YEG,73.0,51.0,61.0,85.0,53.0,44.0,39.0,46.0,78.0,61.0,53.0,43.0
bics,bics_l1,Consumer Discretionary,ADC,74.0,64.0,85.0,81.0,79.0,61.0,83.0,83.0,78.0,59.0,74.0,84.0
bics,bics_l1,Consumer Discretionary,ADS,35.0,41.0,34.0,37.0,33.0,25.0,32.0,36.0,30.0,10.0,20.0,16.0
bics,bics_l1,Consumer Discretionary,AFX,44.0,64.0,59.0,58.0,44.0,65.0,53.0,53.0,55.0,100.0,73.0,71.0
bics,bics_l1,Consumer Discretionary,AGM,74.0,62.0,77.0,79.0,52.0,67.0,70.0,73.0,48.0,69.0,63.0,69.0
bics,bics_l1,Consumer Discretionary,BDG,79.0,80.0,50.0,78.0,93.0,71.0,80.0,85.0,97.0,86.0,85.0,60.0
bics,bics_l1,Consumer Discretionary,BED,76.0,80.0,96.0,100.0,84.0,73.0,92.0,86.0,88.0,69.0,93.0,85.0
bics,bics_l1,Consumer Discretionary,BM_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bics,bics_l1,Consumer Discretionary,BTT,87.0,85.0,91.0,93.0,92.0,85.0,95.0,87.0,84.0,83.0,65.0,74.0
bics,bics_l1,Consumer Discretionary,BTV,,58.0,63.0,62.0,48.0,59.0,56.0,67.0,48.0,41.0,51.0,52.0
bics,bics_l1,Consumer Discretionary,CCA,,,,,,36.0,33.0,36.0,37.0,20.0,20.0,30.0
bics,bics_l1,Consumer Discretionary,CCL,56.0,61.0,50.0,59.0,58.0,57.0,61.0,46.0,51.0,42.0,52.0,55.0
bics,bics_l1,Consumer Discretionary,CDG,,,79.0,,69.0,54.0,60.0,,75.0,94.0,77.0,
bics,bics_l1,Consumer Discretionary,CMC,43.0,31.0,31.0,51.0,40.0,33.0,36.0,49.0,44.0,13.0,59.0,48.0
bics,bics_l1,Consumer Discretionary,CMV,79.0,73.0,74.0,68.0,70.0,63.0,69.0,71.0,78.0,68.0,68.0,67.0
bics,bics_l1,Consumer Discretionary,CTC,28.0,29.0,26.0,26.0,26.0,13.0,27.0,26.0,23.0,0.0,0.0,19.0
bics,bics_l1,Consumer Discretionary,CTF,67.0,54.0,58.0,70.0,75.0,60.0,53.0,58.0,60.0,60.0,63.0,59.0
bics,bics_l1,Consumer Discretionary,CYC,9.0,26.0,,,,,,,,,,
bics,bics_l1,Consumer Discretionary,DAH,37.0,35.0,32.0,37.0,39.0,53.0,28.0,44.0,45.0,41.0,8.0,44.0
bics,bics_l1,Consumer Discretionary,DGW,77.0,76.0,75.0,59.0,67.0,62.0,85.0,78.0,87.0,89.0,85.0,81.0
bics,bics_l1,Consumer Discretionary,DHP,83.0,66.0,65.0,77.0,76.0,65.0,74.0,57.0,83.0,88.0,80.0,65.0
bics,bics_l1,Consumer Discretionary,DIC,35.0,36.0,35.0,38.0,37.0,44.0,37.0,30.0,17.0,21.0,,
bics,bics_l1,Consumer Discretionary,DLD,41.0,46.0,40.0,,27.0,22.0,25.0,29.0,,,,
bics,bics_l1,Consumer Discretionary,DLR,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,
bics,bics_l1,Consumer Discretionary,DM7,75.0,64.0,56.0,62.0,100.0,66.0,67.0,85.0,93.0,78.0,67.0,66.0
bics,bics_l1,Consumer Discretionary,DSN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,DSP,98.0,92.0,100.0,78.0,100.0,83.0,94.0,89.0,91.0,59.0,71.0,63.0
bics,bics_l1,Consumer Discretionary,E29,,,,,37.0,28.0,35.0,41.0,27.0,0.0,10.0,
bics,bics_l1,Consumer Discretionary,EIN,34.0,47.0,36.0,49.0,33.0,51.0,44.0,44.0,33.0,45.0,45.0,
bics,bics_l1,Consumer Discretionary,EVE,74.0,58.0,66.0,71.0,60.0,59.0,76.0,82.0,62.0,64.0,70.0,78.0
bics,bics_l1,Consumer Discretionary,EVG,73.0,75.0,75.0,69.0,70.0,63.0,72.0,72.0,71.0,74.0,69.0,65.0
bics,bics_l1,Consumer Discretionary,FID,84.0,73.0,65.0,59.0,49.0,55.0,49.0,77.0,81.0,58.0,72.0,72.0
bics,bics_l1,Consumer Discretionary,FTM,37.0,36.0,33.0,32.0,27.0,12.0,32.0,26.0,11.0,0.0,0.0,0.0
bics,bics_l1,Consumer Discretionary,G20,26.0,25.0,15.0,15.0,,,,,,,,
bics,bics_l1,Consumer Discretionary,GDT,100.0,100.0,100.0,91.0,94.0,88.0,100.0,93.0,98.0,100.0,94.0,85.0
bics,bics_l1,Consumer Discretionary,GIL,68.0,55.0,44.0,64.0,53.0,63.0,64.0,68.0,75.0,78.0,66.0,67.0
bics,bics_l1,Consumer Discretionary,GMC,43.0,49.0,71.0,61.0,74.0,58.0,72.0,66.0,76.0,56.0,61.0,66.0
bics,bics_l1,Consumer Discretionary,GTA,38.0,42.0,36.0,43.0,43.0,52.0,43.0,41.0,45.0,37.0,58.0,51.0
bics,bics_l1,Consumer Discretionary,HAX,54.0,54.0,46.0,59.0,56.0,56.0,50.0,60.0,62.0,71.0,81.0,78.0
bics,bics_l1,Consumer Discretionary,HCB,,,,,,,31.0,,,,,
bics,bics_l1,Consumer Discretionary,HGT,,,,,86.0,66.0,72.0,71.0,55.0,53.0,59.0,56.0
bics,bics_l1,Consumer Discretionary,HHS,100.0,92.0,100.0,89.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,HID,89.0,77.0,77.0,72.0,63.0,56.0,47.0,46.0,37.0,38.0,16.0,
bics,bics_l1,Consumer Discretionary,HLT,,,,,,,23.0,28.0,,,,
bics,bics_l1,Consumer Discretionary,HOT,95.0,93.0,100.0,88.0,97.0,82.0,96.0,87.0,75.0,56.0,61.0,64.0
bics,bics_l1,Consumer Discretionary,HSM,33.0,29.0,26.0,21.0,22.0,13.0,24.0,26.0,29.0,2.0,12.0,6.0
bics,bics_l1,Consumer Discretionary,HTG,46.0,35.0,43.0,47.0,45.0,48.0,52.0,49.0,53.0,13.0,54.0,38.0
bics,bics_l1,Consumer Discretionary,HTL,44.0,47.0,46.0,62.0,81.0,61.0,65.0,54.0,70.0,78.0,74.0,74.0
bics,bics_l1,Consumer Discretionary,HTM,,,49.0,56.0,47.0,55.0,49.0,76.0,56.0,54.0,59.0,56.0
bics,bics_l1,Consumer Discretionary,HU4,29.0,30.0,29.0,29.0,29.0,20.0,20.0,42.0,27.0,0.0,22.0,15.0
bics,bics_l1,Consumer Discretionary,HUG,85.0,87.0,99.0,90.0,89.0,74.0,94.0,88.0,78.0,64.0,82.0,77.0
bics,bics_l1,Consumer Discretionary,IBC,52.0,58.0,81.0,65.0,49.0,52.0,48.0,42.0,23.0,20.0,50.0,55.0
bics,bics_l1,Consumer Discretionary,KDH,87.0,83.0,92.0,94.0,83.0,71.0,88.0,90.0,86.0,82.0,80.0,79.0
bics,bics_l1,Consumer Discretionary,KGM,76.0,54.0,52.0,40.0,44.0,59.0,59.0,54.0,55.0,76.0,58.0,68.0
bics,bics_l1,Consumer Discretionary,KLF,84.0,83.0,92.0,79.0,83.0,72.0,86.0,85.0,79.0,66.0,65.0,62.0
bics,bics_l1,Consumer Discretionary,KMR,45.0,49.0,46.0,41.0,44.0,52.0,46.0,39.0,46.0,40.0,54.0,53.0
bics,bics_l1,Consumer Discretionary,KSD,75.0,72.0,83.0,86.0,90.0,74.0,87.0,79.0,75.0,73.0,66.0,64.0
bics,bics_l1,Consumer Discretionary,M10,40.0,37.0,40.0,40.0,41.0,33.0,45.0,42.0,41.0,42.0,54.0,45.0
bics,bics_l1,Consumer Discretionary,MEG,61.0,60.0,48.0,70.0,67.0,50.0,47.0,55.0,49.0,55.0,59.0,58.0
bics,bics_l1,Consumer Discretionary,MHL,37.0,29.0,32.0,36.0,20.0,22.0,33.0,28.0,24.0,33.0,19.0,7.0
bics,bics_l1,Consumer Discretionary,MNB,28.0,28.0,32.0,45.0,27.0,15.0,33.0,29.0,32.0,,33.0,
bics,bics_l1,Consumer Discretionary,MSH,48.0,57.0,77.0,62.0,68.0,71.0,91.0,78.0,73.0,64.0,70.0,65.0
bics,bics_l1,Consumer Discretionary,MWG,88.0,85.0,87.0,77.0,91.0,75.0,85.0,74.0,97.0,91.0,77.0,70.0
bics,bics_l1,Consumer Discretionary,NAV,90.0,62.0,73.0,72.0,63.0,67.0,75.0,78.0,77.0,82.0,86.0,74.0
bics,bics_l1,Consumer Discretionary,NDT,22.0,20.0,27.0,19.0,25.0,7.0,25.0,18.0,19.0,7.0,0.0,7.0
bics,bics_l1,Consumer Discretionary,NHA,89.0,95.0,93.0,89.0,92.0,83.0,100.0,100.0,99.0,100.0,82.0,75.0
bics,bics_l1,Consumer Discretionary,NHT,100.0,100.0,,,,,,,45.0,43.0,57.0,24.0
bics,bics_l1,Consumer Discretionary,NTL,68.0,50.0,51.0,74.0,82.0,88.0,82.0,93.0,81.0,84.0,85.0,100.0
bics,bics_l1,Consumer Discretionary,NTT,18.0,33.0,16.0,10.0,23.0,11.0,16.0,16.0,15.0,0.0,0.0,0.0
bics,bics_l1,Consumer Discretionary,OCH,37.0,36.0,57.0,35.0,31.0,18.0,69.0,32.0,86.0,62.0,60.0,66.0
bics,bics_l1,Consumer Discretionary,PAC,47.0,49.0,48.0,51.0,47.0,54.0,48.0,51.0,48.0,53.0,57.0,55.0
bics,bics_l1,Consumer Discretionary,PDC,47.0,44.0,52.0,34.0,54.0,51.0,47.0,53.0,35.0,28.0,54.0,61.0
bics,bics_l1,Consumer Discretionary,PEG,,54.0,,,50.0,61.0,62.0,52.0,49.0,50.0,40.0,51.0
bics,bics_l1,Consumer Discretionary,PET,54.0,47.0,44.0,52.0,49.0,52.0,50.0,45.0,48.0,48.0,66.0,58.0
bics,bics_l1,Consumer Discretionary,PGT,78.0,59.0,70.0,98.0,80.0,52.0,44.0,36.0,100.0,56.0,52.0,51.0
bics,bics_l1,Consumer Discretionary,PNJ,100.0,83.0,83.0,78.0,100.0,69.0,77.0,84.0,97.0,68.0,74.0,83.0
bics,bics_l1,Consumer Discretionary,PPH,34.0,36.0,32.0,33.0,35.0,33.0,36.0,32.0,46.0,53.0,54.0,27.0
bics,bics_l1,Consumer Discretionary,PTB,67.0,63.0,56.0,64.0,55.0,59.0,58.0,56.0,48.0,60.0,61.0,55.0
bics,bics_l1,Consumer Discretionary,PTV,75.0,59.0,50.0,47.0,49.0,50.0,65.0,75.0,67.0,54.0,59.0,61.0
bics,bics_l1,Consumer Discretionary,PVR,36.0,39.0,35.0,35.0,30.0,47.0,33.0,47.0,30.0,16.0,22.0,17.0
bics,bics_l1,Consumer Discretionary,PXL,72.0,75.0,56.0,70.0,78.0,56.0,68.0,75.0,78.0,81.0,72.0,70.0
bics,bics_l1,Consumer Discretionary,QBS,42.0,42.0,38.0,47.0,39.0,39.0,33.0,41.0,44.0,28.0,19.0,26.0
bics,bics_l1,Consumer Discretionary,REE,83.0,84.0,84.0,83.0,80.0,71.0,88.0,78.0,77.0,76.0,72.0,71.0
bics,bics_l1,Consumer Discretionary,RIC,65.0,55.0,47.0,88.0,45.0,55.0,62.0,53.0,49.0,48.0,58.0,59.0
bics,bics_l1,Consumer Discretionary,SAV,43.0,46.0,43.0,50.0,48.0,57.0,54.0,64.0,66.0,71.0,71.0,65.0
bics,bics_l1,Consumer Discretionary,SBV,76.0,78.0,58.0,57.0,50.0,43.0,48.0,84.0,47.0,54.0,51.0,62.0
bics,bics_l1,Consumer Discretionary,SDH,13.0,13.0,,,,,,,,,,
bics,bics_l1,Consumer Discretionary,SFN,94.0,95.0,95.0,94.0,95.0,83.0,90.0,100.0,97.0,100.0,98.0,100.0
bics,bics_l1,Consumer Discretionary,SGH,100.0,100.0,100.0,99.0,100.0,96.0,100.0,100.0,100.0,82.0,91.0,91.0
bics,bics_l1,Consumer Discretionary,SHI,37.0,36.0,32.0,41.0,30.0,29.0,39.0,35.0,36.0,34.0,36.0,23.0
bics,bics_l1,Consumer Discretionary,SHN,53.0,49.0,46.0,41.0,43.0,50.0,47.0,52.0,42.0,70.0,55.0,35.0
bics,bics_l1,Consumer Discretionary,SMC,49.0,62.0,56.0,55.0,56.0,58.0,61.0,57.0,58.0,64.0,65.0,66.0
bics,bics_l1,Consumer Discretionary,SRC,35.0,37.0,36.0,36.0,37.0,51.0,44.0,56.0,45.0,59.0,55.0,53.0
bics,bics_l1,Consumer Discretionary,ST8,91.0,100.0,95.0,86.0,97.0,69.0,97.0,77.0,92.0,96.0,74.0,74.0
bics,bics_l1,Consumer Discretionary,STH,,,,,,,,,,,67.0,59.0
bics,bics_l1,Consumer Discretionary,STK,43.0,51.0,40.0,55.0,52.0,55.0,63.0,74.0,82.0,52.0,58.0,82.0
bics,bics_l1,Consumer Discretionary,SVC,76.0,71.0,59.0,67.0,68.0,56.0,64.0,64.0,55.0,61.0,67.0,71.0
bics,bics_l1,Consumer Discretionary,SVT,97.0,79.0,96.0,77.0,77.0,83.0,83.0,100.0,90.0,100.0,96.0,100.0
bics,bics_l1,Consumer Discretionary,T12,50.0,69.0,77.0,70.0,64.0,65.0,67.0,,70.0,21.0,10.0,
bics,bics_l1,Consumer Discretionary,TAG,68.0,69.0,89.0,84.0,96.0,78.0,88.0,91.0,96.0,90.0,87.0,81.0
bics,bics_l1,Consumer Discretionary,TB8,,48.0,,,,,,,,,,
bics,bics_l1,Consumer Discretionary,TCM,48.0,48.0,49.0,52.0,49.0,56.0,60.0,58.0,54.0,69.0,70.0,65.0
bics,bics_l1,Consumer Discretionary,TCT,100.0,100.0,100.0,75.0,100.0,95.0,100.0,80.0,100.0,79.0,74.0,84.0
bics,bics_l1,Consumer Discretionary,TDF,,,,,55.0,57.0,60.0,56.0,45.0,57.0,56.0,57.0
bics,bics_l1,Consumer Discretionary,TDH,47.0,49.0,41.0,56.0,42.0,54.0,45.0,50.0,38.0,26.0,35.0,42.0
bics,bics_l1,Consumer Discretionary,TDT,35.0,41.0,72.0,42.0,46.0,40.0,59.0,37.0,36.0,4.0,54.0,11.0
bics,bics_l1,Consumer Discretionary,TET,100.0,100.0,100.0,100.0,100.0,82.0,89.0,100.0,100.0,100.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,TIE,61.0,77.0,69.0,42.0,36.0,53.0,,,,,,
bics,bics_l1,Consumer Discretionary,TLG,85.0,85.0,91.0,71.0,81.0,88.0,89.0,84.0,60.0,80.0,94.0,82.0
bics,bics_l1,Consumer Discretionary,TMW,,,,,,,48.0,,,,,
bics,bics_l1,Consumer Discretionary,TNA,73.0,52.0,47.0,51.0,55.0,54.0,71.0,60.0,48.0,56.0,58.0,56.0
bics,bics_l1,Consumer Discretionary,TNG,29.0,33.0,35.0,49.0,40.0,33.0,54.0,47.0,40.0,10.0,54.0,14.0
bics,bics_l1,Consumer Discretionary,TOP,82.0,84.0,84.0,85.0,46.0,57.0,60.0,47.0,72.0,66.0,56.0,59.0
bics,bics_l1,Consumer Discretionary,TSJ,100.0,100.0,100.0,90.0,95.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,TTC,48.0,71.0,70.0,62.0,53.0,63.0,49.0,75.0,65.0,80.0,69.0,64.0
bics,bics_l1,Consumer Discretionary,TTF,28.0,15.0,18.0,32.0,28.0,0.0,,,,,,
bics,bics_l1,Consumer Discretionary,TTH,46.0,77.0,86.0,83.0,74.0,70.0,77.0,70.0,48.0,53.0,59.0,53.0
bics,bics_l1,Consumer Discretionary,TVT,58.0,53.0,47.0,50.0,54.0,45.0,41.0,38.0,57.0,37.0,55.0,53.0
bics,bics_l1,Consumer Discretionary,UDC,30.0,32.0,35.0,36.0,30.0,21.0,32.0,37.0,36.0,0.0,13.0,20.0
bics,bics_l1,Consumer Discretionary,VCR,27.0,29.0,26.0,46.0,23.0,11.0,46.0,32.0,28.0,0.0,9.0,43.0
bics,bics_l1,Consumer Discretionary,VGG,78.0,71.0,86.0,74.0,70.0,61.0,81.0,66.0,55.0,61.0,63.0,67.0
bics,bics_l1,Consumer Discretionary,VGT,41.0,43.0,40.0,41.0,41.0,44.0,43.0,42.0,45.0,41.0,53.0,49.0
bics,bics_l1,Consumer Discretionary,VHL,66.0,63.0,77.0,74.0,75.0,64.0,74.0,66.0,76.0,70.0,68.0,60.0
bics,bics_l1,Consumer Discretionary,VIH,21.0,26.0,28.0,,,,,,,,,
bics,bics_l1,Consumer Discretionary,VIT,27.0,33.0,36.0,46.0,34.0,36.0,38.0,46.0,30.0,27.0,25.0,47.0
bics,bics_l1,Consumer Discretionary,VKC,39.0,45.0,36.0,45.0,42.0,45.0,43.0,41.0,42.0,45.0,48.0,38.0
bics,bics_l1,Consumer Discretionary,VLB,100.0,100.0,100.0,95.0,100.0,94.0,100.0,99.0,100.0,100.0,100.0,100.0
bics,bics_l1,Consumer Discretionary,VNG,81.0,53.0,43.0,42.0,46.0,55.0,42.0,34.0,58.0,57.0,26.0,16.0
bics,bics_l1,Consumer Discretionary,VNS,62.0,65.0,74.0,70.0,75.0,68.0,87.0,61.0,73.0,54.0,62.0,64.0
bics,bics_l1,Consumer Discretionary,VTA,35.0,46.0,48.0,42.0,29.0,32.0,41.0,38.0,36.0,24.0,21.0,19.0
bics,bics_l1,Consumer Discretionary,VTD,,,,,,55.0,82.0,83.0,,,,
bics,bics_l1,Consumer Discretionary,VTG,50.0,80.0,81.0,63.0,48.0,62.0,78.0,78.0,57.0,50.0,67.0,53.0
bics,bics_l1,Consumer Discretionary,VTR,,47.0,77.0,66.0,59.0,68.0,61.0,43.0,39.0,0.0,21.0,18.0
bics,bics_l1,Consumer Discretionary,X20,36.0,43.0,34.0,48.0,48.0,37.0,49.0,48.0,49.0,70.0,66.0,59.0
bics,bics_l1,Consumer Discretionary,XHC,61.0,54.0,100.0,60.0,46.0,73.0,44.0,48.0,42.0,23.0,69.0,56.0
bics,bics_l1,Consumer Staples,AAM,94.0,89.0,95.0,92.0,84.0,89.0,70.0,82.0,74.0,76.0,63.0,70.0
bics,bics_l1,Consumer Staples,AAV,50.0,48.0,48.0,87.0,49.0,56.0,57.0,53.0,55.0,55.0,40.0,59.0
bics,bics_l1,Consumer Staples,ABR,,,,,,,,94.0,95.0,98.0,83.0,94.0
bics,bics_l1,Consumer Staples,ABT,58.0,77.0,92.0,76.0,64.0,68.0,72.0,47.0,54.0,65.0,48.0,60.0
bics,bics_l1,Consumer Staples,ACL,46.0,57.0,87.0,82.0,61.0,55.0,48.0,41.0,41.0,42.0,33.0,45.0
bics,bics_l1,Consumer Staples,AGF,23.0,30.0,25.0,29.0,21.0,31.0,13.0,25.0,17.0,24.0,,
bics,bics_l1,Consumer Staples,ANV,54.0,57.0,75.0,94.0,78.0,60.0,60.0,69.0,49.0,52.0,43.0,52.0
bics,bics_l1,Consumer Staples,APF,35.0,47.0,26.0,26.0,34.0,26.0,26.0,41.0,37.0,40.0,36.0,59.0
bics,bics_l1,Consumer Staples,ASM,63.0,60.0,41.0,37.0,48.0,41.0,44.0,39.0,39.0,39.0,31.0,45.0
bics,bics_l1,Consumer Staples,BBC,87.0,89.0,92.0,100.0,76.0,73.0,75.0,87.0,61.0,74.0,59.0,72.0
bics,bics_l1,Consumer Staples,BCF,77.0,74.0,60.0,,,68.0,88.0,,97.0,97.0,98.0,82.0
bics,bics_l1,Consumer Staples,BHK,,,,,,40.0,,,,51.0,,
bics,bics_l1,Consumer Staples,BHN,64.0,78.0,79.0,64.0,64.0,77.0,75.0,79.0,52.0,87.0,91.0,87.0
bics,bics_l1,Consumer Staples,BLF,38.0,29.0,28.0,9.0,17.0,28.0,30.0,18.0,23.0,24.0,9.0,15.0
bics,bics_l1,Consumer Staples,BMV,47.0,42.0,46.0,43.0,44.0,47.0,54.0,44.0,56.0,51.0,68.0,72.0
bics,bics_l1,Consumer Staples,BM_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bics,bics_l1,Consumer Staples,BNA,,,,,,,,,,68.0,55.0,68.0
bics,bics_l1,Consumer Staples,BQB,52.0,56.0,62.0,75.0,,,,,,,,58.0
bics,bics_l1,Consumer Staples,BSH,70.0,86.0,82.0,45.0,72.0,92.0,80.0,87.0,66.0,75.0,81.0,77.0
bics,bics_l1,Consumer Staples,BSL,51.0,54.0,41.0,44.0,57.0,66.0,57.0,60.0,50.0,67.0,58.0,70.0
bics,bics_l1,Consumer Staples,BSP,63.0,81.0,48.0,56.0,85.0,58.0,81.0,70.0,54.0,72.0,57.0,57.0
bics,bics_l1,Consumer Staples,BSQ,57.0,70.0,59.0,81.0,80.0,81.0,74.0,75.0,56.0,82.0,56.0,74.0
bics,bics_l1,Consumer Staples,BTB,9.0,27.0,34.0,18.0,10.0,27.0,,,,32.0,,
bics,bics_l1,Consumer Staples,CAN,56.0,48.0,55.0,41.0,51.0,44.0,46.0,45.0,55.0,62.0,39.0,50.0
bics,bics_l1,Consumer Staples,CBS,,41.0,,,,,,,,,,
bics,bics_l1,Consumer Staples,CFV,,,,,,,,,,,63.0,34.0
bics,bics_l1,Consumer Staples,CLX,82.0,99.0,100.0,100.0,86.0,97.0,90.0,96.0,89.0,98.0,81.0,89.0
bics,bics_l1,Consumer Staples,CMF,63.0,60.0,76.0,80.0,76.0,66.0,77.0,82.0,,,,
bics,bics_l1,Consumer Staples,CMX,25.0,30.0,42.0,28.0,37.0,26.0,28.0,38.0,32.0,40.0,35.0,23.0
bics,bics_l1,Consumer Staples,CPA,,,,,,,,16.0,23.0,38.0,30.0,25.0
bics,bics_l1,Consumer Staples,CTP,57.0,46.0,41.0,91.0,49.0,45.0,58.0,95.0,80.0,53.0,61.0,67.0
bics,bics_l1,Consumer Staples,DAT,32.0,38.0,31.0,33.0,41.0,36.0,38.0,40.0,35.0,39.0,36.0,50.0
bics,bics_l1,Consumer Staples,DBC,37.0,32.0,38.0,29.0,30.0,24.0,22.0,37.0,62.0,66.0,59.0,65.0
bics,bics_l1,Consumer Staples,FCS,51.0,45.0,41.0,45.0,47.0,48.0,48.0,45.0,56.0,53.0,46.0,55.0
bics,bics_l1,Consumer Staples,FGL,58.0,,,,35.0,36.0,30.0,34.0,26.0,25.0,23.0,33.0
bics,bics_l1,Consumer Staples,FMC,65.0,59.0,51.0,64.0,68.0,59.0,76.0,81.0,70.0,59.0,70.0,78.0
bics,bics_l1,Consumer Staples,GTN,77.0,81.0,84.0,79.0,68.0,75.0,69.0,88.0,89.0,90.0,95.0,92.0
bics,bics_l1,Consumer Staples,HAD,42.0,64.0,81.0,78.0,40.0,81.0,71.0,85.0,54.0,81.0,88.0,75.0
bics,bics_l1,Consumer Staples,HAF,66.0,49.0,47.0,,55.0,45.0,53.0,45.0,57.0,49.0,39.0,46.0
bics,bics_l1,Consumer Staples,HAT,75.0,100.0,100.0,80.0,78.0,98.0,94.0,76.0,74.0,92.0,98.0,69.0
bics,bics_l1,Consumer Staples,HAV,57.0,,,,,,,,,,,
bics,bics_l1,Consumer Staples,HBH,24.0,15.0,18.0,39.0,36.0,32.0,46.0,44.0,30.0,35.0,48.0,58.0
bics,bics_l1,Consumer Staples,HHC,82.0,32.0,35.0,44.0,37.0,26.0,34.0,39.0,19.0,31.0,24.0,
bics,bics_l1,Consumer Staples,HKB,49.0,41.0,33.0,,32.0,30.0,30.0,70.0,41.0,39.0,35.0,48.0
bics,bics_l1,Consumer Staples,HKT,71.0,54.0,46.0,98.0,50.0,46.0,50.0,49.0,63.0,54.0,64.0,54.0
bics,bics_l1,Consumer Staples,HLG,44.0,49.0,41.0,39.0,45.0,42.0,45.0,39.0,52.0,48.0,36.0,51.0
bics,bics_l1,Consumer Staples,HNF,44.0,,35.0,20.0,41.0,18.0,34.0,30.0,23.0,14.0,19.0,37.0
bics,bics_l1,Consumer Staples,HNM,19.0,19.0,20.0,38.0,24.0,27.0,24.0,21.0,11.0,18.0,16.0,41.0
bics,bics_l1,Consumer Staples,HNR,,68.0,61.0,79.0,72.0,62.0,67.0,73.0,74.0,72.0,72.0,73.0
bics,bics_l1,Consumer Staples,HSL,98.0,90.0,100.0,100.0,95.0,85.0,96.0,100.0,87.0,77.0,75.0,98.0
bics,bics_l1,Consumer Staples,HVG,16.0,25.0,49.0,25.0,28.0,17.0,12.0,5.0,,,,
bics,bics_l1,Consumer Staples,ICF,34.0,33.0,31.0,27.0,20.0,20.0,23.0,,15.0,16.0,21.0,44.0
bics,bics_l1,Consumer Staples,IDI,54.0,48.0,41.0,43.0,48.0,38.0,38.0,34.0,29.0,32.0,25.0,33.0
bics,bics_l1,Consumer Staples,IFS,89.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,96.0,86.0,100.0,100.0
bics,bics_l1,Consumer Staples,ILA,,,,,76.0,51.0,72.0,96.0,69.0,90.0,64.0,
